dataset,n_cases,ok_cases,ok_rate,top_success_2a_all_denominator,oracle_success_2a_all_denominator,top_success_2a_ok_only,oracle_success_2a_ok_only,median_top_rmsd_ok,median_oracle_rmsd_ok,mean_runtime_sec_ok
all,29,26,0.896551724137931,0.034482758620689655,0.034482758620689655,0.038461538461538464,0.038461538461538464,5.23368837789947,4.326375658549166,14.099153846153845
astex_diverse,3,3,1.0,0.0,0.0,0.0,0.0,4.667899472083935,4.603165134910897,14.487333333333334
dockgen,8,5,0.625,0.0,0.0,0.0,0.0,5.165225261302744,3.2441481343562377,13.825
posebusters_benchmark,18,18,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,5.314678908020536,4.820824956273094,14.11061111111111
