dataset,n_cases,ok_cases,ok_rate,top_success_2a_all_denominator,oracle_success_2a_all_denominator,top_success_2a_ok_only,oracle_success_2a_ok_only,median_top_rmsd_ok,median_oracle_rmsd_ok,mean_runtime_sec_ok
all,28,28,1.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,6.232291701136949,5.311145869304541,13.92692857142857
astex_diverse,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.363763811207017,4.328241043811368,14.193666666666667
dockgen,8,8,1.0,0.0,0.0,0.0,0.0,6.448710653396296,6.073276372244118,13.7835
posebusters_benchmark,17,17,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,6.28725889199737,5.319001423468239,13.947352941176472
