head,n_seed_runs,auroc_success_mean,auroc_success_std,auprc_success_mean,auprc_success_std,brier_success_mean,brier_success_std,ece15_success_mean,ece15_success_std,risk_coverage_auc_mean,risk_coverage_auc_std
hgb_reference_full,5,0.9899516651382914,9.739028778916252e-05,0.9935152189052993,7.010997250416439e-05,0.03483443910564152,0.0001888062925321547,0.016636148935882798,0.0002443674895553004,0.8937683010993129,7.818226189538275e-05
deep_ensemble_mlp_full,5,0.9876883586986647,0.00021897938550984392,0.9920129478447912,0.00020563112277691535,0.039705342054681535,0.0003802771060326058,0.02034078514654688,0.00023790889035673007,0.8929256960972431,0.000147024162708846
mlp_bce_no_reference_neighborhood,5,0.9876767178781565,0.00025329831694572493,0.9919758220015791,0.00024235457209596445,0.039663767031524806,0.0007102476746412269,0.020992290682527857,0.0007806393019412239,0.8928508203660817,0.00018696182386535197
logistic_full,5,0.9874968450405456,0.0,0.991348138543216,0.0,0.0375999495470602,0.0,0.014679218194945397,1.939479807224432e-18,0.8924078485457592,1.2412670766236366e-16
evidential_mlp_full,5,0.9874751615132258,0.0003653602283994033,0.991865401649458,0.00029053640293004787,0.03913058603206856,0.0006012296000328159,0.01009422451549978,0.0006524108423277736,0.8927161828222978,0.00021926415004407408
mlp_bce_full,5,0.9870574159066449,0.0005213905372198952,0.9913998902539355,0.0004322517372131151,0.04146573348525418,0.0006636888760916057,0.02752240940074992,0.0013118576035879308,0.892509353305669,0.0003038191330372909
