dataset,n_cases,ok_cases,ok_rate,top_success_2a_all_denominator,oracle_success_2a_all_denominator,top_success_2a_ok_only,oracle_success_2a_ok_only,median_top_rmsd_ok,median_oracle_rmsd_ok,mean_runtime_sec_ok
all,29,29,1.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,5.847065666060696,4.469791147246144,14.16793103448276
astex_diverse,4,4,1.0,0.0,0.0,0.0,0.0,6.5745852003453,5.296920796826177,14.474
dockgen,7,7,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,4.808331874918248,4.634241984789411,14.097285714285714
posebusters_benchmark,18,18,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,6.082446743486592,4.2556301536824765,14.12738888888889
