dataset,gpu,method,mol_id,n_predictions,native_sdf,oracle_confidence,oracle_prediction_sdf,oracle_rank,oracle_rmsd,oracle_success_2a,output_dir,protein_pdb,returncode,runtime_sec,samples,start_sdf,status,steps,tag,top_confidence,top_prediction_sdf,top_rank,top_rmsd,top_success_2a,status_json,vina_status,vina_top_rmsd,vina_oracle_rmsd,vina_top_success_2a,vina_oracle_success_2a
posex_cross_dock,0,diffdock_l_gpu,7GLA_X77,5,external/PoseX/data/dataset/posex/posex_cross_docking_set/7GLA_X77/7GLA_X77_ligand.sdf,-4.08,results/posex_cd/diffdock_l_gpu/7GLA_X77/smoke_s5_t10/predictions/7GLA_X77/rank2_confidence-4.08.sdf,2,5.12934354660688,False,results/posex_cd/diffdock_l_gpu/7GLA_X77/smoke_s5_t10,external/PoseX/data/dataset/posex/posex_cross_docking_set/7GLA_X77/7GLA_X77_protein.pdb,0,34.012,5,external/PoseX/data/dataset/posex/posex_cross_docking_set/7GLA_X77/7GLA_X77_ligand_start_conf.sdf,ok,10,smoke_s5_t10,-3.75,results/posex_cd/diffdock_l_gpu/7GLA_X77/smoke_s5_t10/predictions/7GLA_X77/rank1_confidence-3.75.sdf,1,50.8375317104719,False,results/posex_cd/diffdock_l_gpu/7GLA_X77/smoke_s5_t10/run_status.json,ok,7.428801883171456,5.643071849778692,False,False
