selector,method,memory_bin,n,success,median_rmsd,pb_valid_all,mean_memory_score,official_success,delta_vs_official
fusion_rank_confidence,protenix,low,87,0.16091954022988506,11.33940601348877,1.0,0.2653680882638497,0.13825757575757575,0.02266196447230931
fusion_rank_confidence,protenix,mid,300,0.52,1.804938793182373,0.9966666666666667,0.5045459862552211,0.48261076703191996,0.037389232968080055
fusion_rank_confidence_structure,af3,high,300,0.97,0.3159688115119934,1.0,0.9572682121790035,0.8885714285714286,0.0814285714285714
fusion_rank_confidence_structure,af3,low,97,0.27835051546391754,6.879406452178955,1.0,0.2685289496570315,0.13825757575757575,0.1400929397063418
fusion_rank_confidence_structure,af3,mid,300,0.6566666666666666,1.2406830787658691,0.9933333333333333,0.5040428889103519,0.48261076703191996,0.17405589963474666
fusion_rank_confidence_structure,af3_no_template,high,300,0.9833333333333333,0.3134203255176544,1.0,0.9575537143879607,0.8885714285714286,0.09476190476190471
fusion_rank_confidence_structure,af3_no_template,low,97,0.28865979381443296,6.834600448608398,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.15040221805685722
fusion_rank_confidence_structure,af3_no_template,mid,300,0.6766666666666666,1.1490466594696045,0.9966666666666667,0.5040428889103519,0.48261076703191996,0.19405589963474668
fusion_rank_confidence_structure,boltz,high,300,0.8866666666666667,0.5727008879184723,1.0,0.9464044066293124,0.8885714285714286,-0.0019047619047618536
fusion_rank_confidence_structure,boltz,low,70,0.11428571428571428,7.456838607788086,1.0,0.26989991338778635,0.13825757575757575,-0.023971861471861464
fusion_rank_confidence_structure,boltz,mid,300,0.5666666666666667,1.7247881889343262,0.99,0.5055635582461321,0.48261076703191996,0.08405589963474669
fusion_rank_confidence_structure,boltz1x,high,300,0.8666666666666667,0.5387654900550842,1.0,0.9452008001052491,0.8885714285714286,-0.02190476190476187
fusion_rank_confidence_structure,boltz1x,low,66,0.15151515151515152,7.321944713592529,0.9848484848484849,0.27202637287612225,0.13825757575757575,0.013257575757575774
fusion_rank_confidence_structure,boltz1x,mid,300,0.5566666666666666,1.557335615158081,0.9933333333333333,0.5059693592494448,0.48261076703191996,0.07405589963474668
fusion_rank_confidence_structure,boltz2,mid,299,0.6421404682274248,1.2837179899215698,1.0,0.549797860716944,0.48261076703191996,0.1595297011955048
fusion_rank_confidence_structure,boltz2,high,300,0.9433333333333334,0.41687552630901337,1.0,0.8616660759639482,0.8885714285714286,0.05476190476190479
fusion_rank_confidence_structure,boltz2,low,31,0.1935483870967742,7.288583755493164,1.0,0.2627922006812176,0.13825757575757575,0.05529081133919844
fusion_rank_confidence_structure,chai,high,300,0.9166666666666666,0.3716883361339569,1.0,0.9524094216639715,0.8885714285714286,0.028095238095238062
fusion_rank_confidence_structure,chai,low,80,0.2625,8.629898071289062,1.0,0.26674635697012333,0.13825757575757575,0.12424242424242427
fusion_rank_confidence_structure,chai,mid,300,0.5266666666666666,1.792631983757019,0.9966666666666667,0.504602420381713,0.48261076703191996,0.044055899634746654
fusion_rank_confidence_structure,protenix,high,300,0.9566666666666667,0.39585354924201965,1.0,0.9543330116269505,0.8885714285714286,0.0680952380952381
fusion_rank_confidence_structure,protenix,low,87,0.1724137931034483,9.926307678222656,1.0,0.2653680882638497,0.13825757575757575,0.03415621734587254
fusion_rank_confidence_structure,protenix,mid,300,0.51,1.8663210868835454,0.9933333333333333,0.5045459862552211,0.48261076703191996,0.027389232968080046
fusion_rank_confidence_structure_memory,af3,high,300,0.97,0.31697946786880493,1.0,0.9572682121790035,0.8885714285714286,0.0814285714285714
fusion_rank_confidence_structure_memory,af3,low,97,0.27835051546391754,6.81168794631958,1.0,0.2685289496570315,0.13825757575757575,0.1400929397063418
fusion_rank_confidence_structure_memory,af3,mid,300,0.6566666666666666,1.2661830186843872,0.9966666666666667,0.5040428889103519,0.48261076703191996,0.17405589963474666
fusion_rank_confidence_structure_memory,af3_no_template,high,300,0.9833333333333333,0.31363025307655334,1.0,0.9575537143879607,0.8885714285714286,0.09476190476190471
fusion_rank_confidence_structure_memory,af3_no_template,low,97,0.28865979381443296,6.655704498291016,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.15040221805685722
fusion_rank_confidence_structure_memory,af3_no_template,mid,300,0.6866666666666666,1.142999291419983,0.9933333333333333,0.5040428889103519,0.48261076703191996,0.20405589963474668
fusion_rank_confidence_structure_memory,boltz,high,300,0.8833333333333333,0.5750333666801453,0.9966666666666667,0.9464044066293124,0.8885714285714286,-0.005238095238095264
fusion_rank_confidence_structure_memory,boltz,low,70,0.12857142857142856,7.813098669052124,1.0,0.26989991338778635,0.13825757575757575,-0.009686147186147187
fusion_rank_confidence_structure_memory,boltz,mid,300,0.5633333333333334,1.6856846809387207,0.9933333333333333,0.5055635582461321,0.48261076703191996,0.08072256630141339
fusion_rank_confidence_structure_memory,boltz1x,high,300,0.8733333333333333,0.5387654900550842,1.0,0.9452008001052491,0.8885714285714286,-0.015238095238095273
fusion_rank_confidence_structure_memory,boltz1x,low,66,0.15151515151515152,7.321944713592529,0.9848484848484849,0.27202637287612225,0.13825757575757575,0.013257575757575774
fusion_rank_confidence_structure_memory,boltz1x,mid,300,0.56,1.558794915676117,0.9933333333333333,0.5059693592494448,0.48261076703191996,0.07738923296808009
fusion_rank_confidence_structure_memory,boltz2,mid,299,0.6421404682274248,1.2745637893676758,1.0,0.549797860716944,0.48261076703191996,0.1595297011955048
fusion_rank_confidence_structure_memory,boltz2,high,300,0.9466666666666667,0.41389551758766174,1.0,0.8616660759639482,0.8885714285714286,0.05809523809523809
fusion_rank_confidence_structure_memory,boltz2,low,31,0.1935483870967742,7.152336597442627,1.0,0.2627922006812176,0.13825757575757575,0.05529081133919844
fusion_rank_confidence_structure_memory,chai,high,300,0.9166666666666666,0.37762948870658875,0.9966666666666667,0.9524094216639715,0.8885714285714286,0.028095238095238062
fusion_rank_confidence_structure_memory,chai,low,80,0.2625,8.629898071289062,1.0,0.26674635697012333,0.13825757575757575,0.12424242424242427
fusion_rank_confidence_structure_memory,chai,mid,300,0.5266666666666666,1.8059784173965459,0.9933333333333333,0.504602420381713,0.48261076703191996,0.044055899634746654
fusion_rank_confidence_structure_memory,protenix,high,300,0.9533333333333334,0.39703597128391266,1.0,0.9543330116269505,0.8885714285714286,0.0647619047619048
fusion_rank_confidence_structure_memory,protenix,low,87,0.16091954022988506,11.27414894104004,1.0,0.2653680882638497,0.13825757575757575,0.02266196447230931
fusion_rank_confidence_structure_memory,protenix,mid,300,0.5033333333333333,1.8862020969390874,1.0,0.5045459862552211,0.48261076703191996,0.020722566301413337
fusion_rank_confidence_structure_physics,af3,high,300,0.97,0.3159688115119934,1.0,0.9572682121790035,0.8885714285714286,0.0814285714285714
fusion_rank_confidence_structure_physics,af3,low,97,0.27835051546391754,6.879406452178955,1.0,0.2685289496570315,0.13825757575757575,0.1400929397063418
fusion_rank_confidence_structure_physics,af3,mid,300,0.6566666666666666,1.2406830787658691,0.9933333333333333,0.5040428889103519,0.48261076703191996,0.17405589963474666
fusion_rank_confidence_structure_physics,af3_no_template,high,300,0.9833333333333333,0.3134203255176544,1.0,0.9575537143879607,0.8885714285714286,0.09476190476190471
fusion_rank_confidence_structure_physics,af3_no_template,low,97,0.28865979381443296,6.834600448608398,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.15040221805685722
fusion_rank_confidence_structure_physics,af3_no_template,mid,300,0.6766666666666666,1.1490466594696045,0.9966666666666667,0.5040428889103519,0.48261076703191996,0.19405589963474668
fusion_rank_confidence_structure_physics,boltz,high,300,0.8866666666666667,0.5727008879184723,1.0,0.9464044066293124,0.8885714285714286,-0.0019047619047618536
fusion_rank_confidence_structure_physics,boltz,low,70,0.11428571428571428,7.456838607788086,1.0,0.26989991338778635,0.13825757575757575,-0.023971861471861464
fusion_rank_confidence_structure_physics,boltz,mid,300,0.5666666666666667,1.7247881889343262,0.99,0.5055635582461321,0.48261076703191996,0.08405589963474669
fusion_rank_confidence_structure_physics,boltz1x,high,300,0.8666666666666667,0.5387654900550842,1.0,0.9452008001052491,0.8885714285714286,-0.02190476190476187
fusion_rank_confidence_structure_physics,boltz1x,low,66,0.15151515151515152,7.321944713592529,0.9848484848484849,0.27202637287612225,0.13825757575757575,0.013257575757575774
fusion_rank_confidence_structure_physics,boltz1x,mid,300,0.5566666666666666,1.557335615158081,0.9933333333333333,0.5059693592494448,0.48261076703191996,0.07405589963474668
fusion_rank_confidence_structure_physics,boltz2,mid,299,0.6421404682274248,1.2837179899215698,1.0,0.549797860716944,0.48261076703191996,0.1595297011955048
fusion_rank_confidence_structure_physics,boltz2,high,300,0.9433333333333334,0.41687552630901337,1.0,0.8616660759639482,0.8885714285714286,0.05476190476190479
fusion_rank_confidence_structure_physics,boltz2,low,31,0.1935483870967742,7.288583755493164,1.0,0.2627922006812176,0.13825757575757575,0.05529081133919844
fusion_rank_confidence_structure_physics,chai,high,300,0.9166666666666666,0.3716883361339569,1.0,0.9524094216639715,0.8885714285714286,0.028095238095238062
fusion_rank_confidence_structure_physics,chai,low,80,0.2625,8.629898071289062,1.0,0.26674635697012333,0.13825757575757575,0.12424242424242427
fusion_rank_confidence_structure_physics,chai,mid,300,0.5266666666666666,1.792631983757019,0.9966666666666667,0.504602420381713,0.48261076703191996,0.044055899634746654
fusion_rank_confidence_structure_physics,protenix,high,300,0.9566666666666667,0.39585354924201965,1.0,0.9543330116269505,0.8885714285714286,0.0680952380952381
fusion_rank_confidence_structure_physics,protenix,low,87,0.1724137931034483,9.926307678222656,1.0,0.2653680882638497,0.13825757575757575,0.03415621734587254
fusion_rank_confidence_structure_physics,protenix,mid,300,0.51,1.8663210868835454,0.9933333333333333,0.5045459862552211,0.48261076703191996,0.027389232968080046
fusion_rank_confidence_structure_memory_physics,af3,high,300,0.97,0.31697946786880493,1.0,0.9572682121790035,0.8885714285714286,0.0814285714285714
fusion_rank_confidence_structure_memory_physics,af3,low,97,0.27835051546391754,6.81168794631958,1.0,0.2685289496570315,0.13825757575757575,0.1400929397063418
fusion_rank_confidence_structure_memory_physics,af3,mid,300,0.6566666666666666,1.2661830186843872,0.9966666666666667,0.5040428889103519,0.48261076703191996,0.17405589963474666
fusion_rank_confidence_structure_memory_physics,af3_no_template,high,300,0.9833333333333333,0.31363025307655334,1.0,0.9575537143879607,0.8885714285714286,0.09476190476190471
fusion_rank_confidence_structure_memory_physics,af3_no_template,low,97,0.28865979381443296,6.655704498291016,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.15040221805685722
fusion_rank_confidence_structure_memory_physics,af3_no_template,mid,300,0.6866666666666666,1.142999291419983,0.9933333333333333,0.5040428889103519,0.48261076703191996,0.20405589963474668
fusion_rank_confidence_structure_memory_physics,boltz,high,300,0.8833333333333333,0.5750333666801453,0.9966666666666667,0.9464044066293124,0.8885714285714286,-0.005238095238095264
fusion_rank_confidence_structure_memory_physics,boltz,low,70,0.12857142857142856,7.813098669052124,1.0,0.26989991338778635,0.13825757575757575,-0.009686147186147187
fusion_rank_confidence_structure_memory_physics,boltz,mid,300,0.5633333333333334,1.6856846809387207,0.9933333333333333,0.5055635582461321,0.48261076703191996,0.08072256630141339
fusion_rank_confidence_structure_memory_physics,boltz1x,high,300,0.8733333333333333,0.5387654900550842,1.0,0.9452008001052491,0.8885714285714286,-0.015238095238095273
fusion_rank_confidence_structure_memory_physics,boltz1x,low,66,0.15151515151515152,7.321944713592529,0.9848484848484849,0.27202637287612225,0.13825757575757575,0.013257575757575774
fusion_rank_confidence_structure_memory_physics,boltz1x,mid,300,0.56,1.558794915676117,0.9933333333333333,0.5059693592494448,0.48261076703191996,0.07738923296808009
fusion_rank_confidence_structure_memory_physics,boltz2,mid,299,0.6421404682274248,1.2769099473953247,1.0,0.549797860716944,0.48261076703191996,0.1595297011955048
fusion_rank_confidence_structure_memory_physics,boltz2,high,300,0.9466666666666667,0.41389551758766174,1.0,0.8616660759639482,0.8885714285714286,0.05809523809523809
fusion_rank_confidence_structure_memory_physics,boltz2,low,31,0.1935483870967742,7.152336597442627,1.0,0.2627922006812176,0.13825757575757575,0.05529081133919844
fusion_rank_confidence_structure_memory_physics,chai,high,300,0.9166666666666666,0.37762948870658875,0.9966666666666667,0.9524094216639715,0.8885714285714286,0.028095238095238062
fusion_rank_confidence_structure_memory_physics,chai,low,80,0.2625,8.629898071289062,1.0,0.26674635697012333,0.13825757575757575,0.12424242424242427
fusion_rank_confidence_structure_memory_physics,chai,mid,300,0.5266666666666666,1.8059784173965459,0.9933333333333333,0.504602420381713,0.48261076703191996,0.044055899634746654
fusion_rank_confidence_structure_memory_physics,protenix,high,300,0.9533333333333334,0.39703597128391266,1.0,0.9543330116269505,0.8885714285714286,0.0647619047619048
fusion_rank_confidence_structure_memory_physics,protenix,low,87,0.16091954022988506,11.27414894104004,1.0,0.2653680882638497,0.13825757575757575,0.02266196447230931
fusion_rank_confidence_structure_memory_physics,protenix,mid,300,0.5033333333333333,1.8862020969390874,1.0,0.5045459862552211,0.48261076703191996,0.020722566301413337
fusion_rank_confidence_structure_memory_physics_antimemory,af3,high,300,0.97,0.3159688115119934,1.0,0.9572682121790035,0.8885714285714286,0.0814285714285714
fusion_rank_confidence_structure_memory_physics_antimemory,af3,low,97,0.27835051546391754,6.81168794631958,1.0,0.2685289496570315,0.13825757575757575,0.1400929397063418
fusion_rank_confidence_structure_memory_physics_antimemory,af3,mid,300,0.66,1.2494157552719116,0.9966666666666667,0.5040428889103519,0.48261076703191996,0.17738923296808007
fusion_rank_confidence_structure_memory_physics_antimemory,af3_no_template,high,300,0.9833333333333333,0.31157746911048884,1.0,0.9575537143879607,0.8885714285714286,0.09476190476190471
fusion_rank_confidence_structure_memory_physics_antimemory,af3_no_template,low,97,0.28865979381443296,6.751000881195068,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.15040221805685722
fusion_rank_confidence_structure_memory_physics_antimemory,af3_no_template,mid,300,0.6833333333333333,1.1350082755088806,0.9933333333333333,0.5040428889103519,0.48261076703191996,0.20072256630141339
fusion_rank_confidence_structure_memory_physics_antimemory,boltz,high,300,0.8866666666666667,0.5777517259120941,0.9966666666666667,0.9464044066293124,0.8885714285714286,-0.0019047619047618536
fusion_rank_confidence_structure_memory_physics_antimemory,boltz,low,70,0.12857142857142856,8.072201013565063,1.0,0.26989991338778635,0.13825757575757575,-0.009686147186147187
fusion_rank_confidence_structure_memory_physics_antimemory,boltz,mid,300,0.5533333333333333,1.6660823822021484,0.99,0.5055635582461321,0.48261076703191996,0.07072256630141338
fusion_rank_confidence_structure_memory_physics_antimemory,boltz1x,high,300,0.8733333333333333,0.5411861538887024,1.0,0.9452008001052491,0.8885714285714286,-0.015238095238095273
fusion_rank_confidence_structure_memory_physics_antimemory,boltz1x,low,66,0.15151515151515152,7.321944713592529,0.9848484848484849,0.27202637287612225,0.13825757575757575,0.013257575757575774
fusion_rank_confidence_structure_memory_physics_antimemory,boltz1x,mid,300,0.5633333333333334,1.557335615158081,0.9933333333333333,0.5059693592494448,0.48261076703191996,0.08072256630141339
fusion_rank_confidence_structure_memory_physics_antimemory,boltz2,mid,299,0.6454849498327759,1.2716069221496582,1.0,0.549797860716944,0.48261076703191996,0.16287418280085597
fusion_rank_confidence_structure_memory_physics_antimemory,boltz2,high,300,0.9433333333333334,0.41389551758766174,1.0,0.8616660759639482,0.8885714285714286,0.05476190476190479
fusion_rank_confidence_structure_memory_physics_antimemory,boltz2,low,31,0.1935483870967742,7.152336597442627,1.0,0.2627922006812176,0.13825757575757575,0.05529081133919844
fusion_rank_confidence_structure_memory_physics_antimemory,chai,high,300,0.92,0.3716883361339569,0.9966666666666667,0.9524094216639715,0.8885714285714286,0.03142857142857147
fusion_rank_confidence_structure_memory_physics_antimemory,chai,low,80,0.2625,8.629898071289062,1.0,0.26674635697012333,0.13825757575757575,0.12424242424242427
fusion_rank_confidence_structure_memory_physics_antimemory,chai,mid,300,0.53,1.790339171886444,0.9966666666666667,0.504602420381713,0.48261076703191996,0.047389232968080064
fusion_rank_confidence_structure_memory_physics_antimemory,protenix,high,300,0.95,0.3969767987728119,1.0,0.9543330116269505,0.8885714285714286,0.06142857142857139
fusion_rank_confidence_structure_memory_physics_antimemory,protenix,low,87,0.16091954022988506,11.27414894104004,1.0,0.2653680882638497,0.13825757575757575,0.02266196447230931
fusion_rank_confidence_structure_memory_physics_antimemory,protenix,mid,300,0.5066666666666667,1.8512448072433474,1.0,0.5045459862552211,0.48261076703191996,0.024055899634746747
