selector,method,memory_bin,n,success,median_rmsd,pb_valid_all,mean_memory_score,official_success,delta_vs_official
nested_pair_rank_structure_antimemory_low_success,all_methods,mid,2099,0.4883277751310148,2.0807418823242188,0.733206288708909,0.5112051886328398,0.48261076703191996,0.005717008099094811
nested_pair_rank_structure_antimemory_low_success,all_methods,high,2100,0.8919047619047619,0.4441942423582077,0.8085714285714286,0.9392622346509139,0.8885714285714286,0.0033333333333332993
nested_pair_rank_structure_antimemory_low_success,all_methods,low,528,0.15151515151515152,8.14870548248291,0.48484848484848486,0.2680201538600677,0.13825757575757575,0.013257575757575774
fusion_rank_confidence,all_methods,high,2100,0.9304761904761905,0.3939720243215561,0.9990476190476191,0.9392622346509137,0.8885714285714286,0.04190476190476189
fusion_rank_confidence,all_methods,low,528,0.2159090909090909,7.900472402572632,0.9924242424242424,0.2680201538600677,0.13825757575757575,0.07765151515151517
fusion_rank_confidence,all_methods,mid,2099,0.5912339209147213,1.430362105369568,0.9947594092424964,0.5112051886328396,0.48261076703191996,0.1086231538828013
fusion_rank_confidence_structure,all_methods,high,2100,0.9319047619047619,0.4083721190690994,1.0,0.9392622346509137,0.8885714285714286,0.043333333333333335
fusion_rank_confidence_structure,all_methods,low,528,0.2178030303030303,7.690659999847412,0.9962121212121212,0.2680201538600677,0.13825757575757575,0.07954545454545456
fusion_rank_confidence_structure,all_methods,mid,2099,0.5907575035731301,1.428301453590393,0.9947594092424964,0.5112051886328396,0.48261076703191996,0.1081467365412101
fusion_rank_confidence_structure_memory,all_methods,high,2100,0.9323809523809524,0.4088343977928161,0.9990476190476191,0.9392622346509137,0.8885714285714286,0.043809523809523854
fusion_rank_confidence_structure_memory,all_methods,low,528,0.2178030303030303,7.632725238800049,0.9962121212121212,0.2680201538600677,0.13825757575757575,0.07954545454545456
fusion_rank_confidence_structure_memory,all_methods,mid,2099,0.5912339209147213,1.4218837022781372,0.9957122439256789,0.5112051886328396,0.48261076703191996,0.1086231538828013
fusion_rank_confidence_structure_physics,all_methods,high,2100,0.9319047619047619,0.4083721190690994,1.0,0.9392622346509137,0.8885714285714286,0.043333333333333335
fusion_rank_confidence_structure_physics,all_methods,low,528,0.2178030303030303,7.690659999847412,0.9962121212121212,0.2680201538600677,0.13825757575757575,0.07954545454545456
fusion_rank_confidence_structure_physics,all_methods,mid,2099,0.5907575035731301,1.428301453590393,0.9947594092424964,0.5112051886328396,0.48261076703191996,0.1081467365412101
fusion_rank_confidence_structure_memory_physics,all_methods,high,2100,0.9323809523809524,0.4088343977928161,0.9990476190476191,0.9392622346509137,0.8885714285714286,0.043809523809523854
