selector,baseline,n_cases,selector_success,baseline_success,delta_success,delta_success_ci_low,delta_success_ci_high,rescued,harmed,mcnemar_exact_p,median_rmsd_delta,median_rmsd_delta_ci_low,median_rmsd_delta_ci_high
two_expert_defer,old_controlled,702,0.6125356125356125,0.44871794871794873,0.16381766381766377,0.13247863247863245,0.19658119658119655,134,19,1.684438433071452e-22,-1.3692332817219637,-1.7690596233073244,-0.7729502885955615
two_expert_defer,public_ours_hgb,702,0.6125356125356125,0.6011396011396012,0.011396011396011319,0.0,0.02279202279202286,13,5,0.09625244140625,-0.02009320929054481,-0.09618254528449818,0.04645565625243503
two_expert_defer,rankaware_fixed,702,0.6125356125356125,0.6111111111111112,0.0014245014245013454,-0.009971509971509973,0.012820512820512886,9,8,1.0,-0.027964262290377073,-0.06845853159244683,0.03602981189209968
rankaware_fixed,old_controlled,702,0.6111111111111112,0.44871794871794873,0.16239316239316243,0.1282051282051282,0.19658119658119655,138,24,1.182276844628418e-20,-1.3412690194315866,-1.7577402698550113,-0.7544046592755019
rankaware_fixed,public_ours_hgb,702,0.6111111111111112,0.6011396011396012,0.009971509971509973,-0.005733618233618236,0.02564102564102566,21,14,0.31050465907901537,0.007871052999832262,-0.09525304936530035,0.0744226889425807
