selector,n_cases,success_2a,median_rmsd,selected_sources,selected_methods_top8
rankaware_fixed_rank_fusion,702,0.6111111111111112,1.3955152541676878,ours:284; public:418,Chai-1 full receptor s5/t200:113; DiffDock-L default s10/t20:169; public_boltz_relaxedFalse_rep1:76; public_boltz_relaxedFalse_rep2:40; public_boltz_relaxedFalse_rep3:43; public_boltz_ss_relaxedFalse_rep1:39; public_boltz_ss_relaxedFalse_rep2:23; public_diffdock_relaxedFalse_rep1:26
rankaware_success_hgb,702,0.5997150997150997,1.3639101541599778,ours:313; public:389,Chai-1 full receptor s5/t200:130; DiffDock-L default s10/t20:176; public_boltz_relaxedFalse_rep1:26; public_boltz_relaxedFalse_rep3:30; public_boltz_ss_relaxedFalse_rep1:33; public_boltz_ss_relaxedFalse_rep2:45; public_diffdock_relaxedFalse_rep1:27; public_diffdock_relaxedFalse_rep2:27
rankaware_utility_hgb,702,0.5982905982905983,1.3994986911361016,ours:319; public:383,Chai-1 full receptor s5/t200:122; DiffDock-L default s10/t20:190; public_boltz_relaxedFalse_rep1:49; public_boltz_relaxedFalse_rep2:23; public_boltz_relaxedFalse_rep3:29; public_boltz_ss_relaxedFalse_rep1:28; public_chai_relaxedFalse_rep1:27; public_diffdock_relaxedFalse_rep2:22
rankaware_pairwise_linear,702,0.5883190883190883,1.3639891048606678,ours:249; public:453,Chai-1 full receptor s5/t200:156; DiffDock-L default s10/t20:76; public_boltz_relaxedFalse_rep1:46; public_boltz_relaxedFalse_rep2:43; public_boltz_relaxedFalse_rep3:47; public_boltz_ss_relaxedFalse_rep1:37; public_boltz_ss_relaxedFalse_rep2:51; public_chai_relaxedFalse_rep2:26
