dataset,mol_id,strategy,generator_group,k,n_candidates,baseline_method,baseline_success,baseline_rmsd,selector_method,selector_success,selector_rmsd,oracle_method,oracle_success,oracle_rmsd
dockgen,1qaw_1_TRP_7,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053
dockgen,1qaw_1_TRP_7,same_generator,RFAA,8,0,,False,,,False,,,False,
dockgen,1qaw_1_TRP_7,cross_generator_balanced,,16,16,public_boltz_ss_relaxedTrue_rep1,False,46.326113058231,public_chai_relaxedFalse_rep2,False,1.362919509074607,public_chai_relaxedFalse_rep2,False,1.362919509074607
dockgen,1qaw_1_TRP_7,same_generator,Boltz,16,14,public_boltz_ss_relaxedTrue_rep1,False,46.326113058231,Boltz-1 full receptor r1/s20,False,14.315188505799902,public_boltz_relaxedTrue_rep1,False,7.078700329486103
dockgen,1qaw_1_TRP_7,same_generator,Chai,16,7,public_chai_relaxedFalse_rep1,False,36.73963118425224,public_chai_relaxedFalse_rep2,False,1.362919509074607,public_chai_relaxedTrue_rep2,False,1.362919509074607
dockgen,1qaw_1_TRP_7,same_generator,DiffDock,16,7,public_diffdock_relaxedFalse_rep2,False,48.70234494728154,DiffDock-L default s10/t20,False,14.808069920440904,DiffDock-L default s10/t20,False,14.808069920440904
dockgen,1qaw_1_TRP_7,same_generator,NeuralPlexer,16,6,public_neuralplexer_relaxedFalse_rep2,False,10.577245720350202,public_neuralplexer_relaxedTrue_rep2,False,12.134242378547302,public_neuralplexer_relaxedFalse_rep2,False,10.577245720350202
dockgen,1qaw_1_TRP_7,same_generator,DynamicBind,16,2,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053
dockgen,1qaw_1_TRP_7,same_generator,RFAA,16,0,,False,,,False,,,False,
dockgen,1qaw_1_TRP_7,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,46.326113058231,public_chai_relaxedFalse_rep2,False,1.362919509074607,public_chai_relaxedFalse_rep2,False,1.362919509074607
dockgen,1qaw_1_TRP_7,same_generator,Boltz,32,14,public_boltz_ss_relaxedTrue_rep1,False,46.326113058231,Boltz-1 full receptor r1/s20,False,14.315188505799902,public_boltz_relaxedTrue_rep1,False,7.078700329486103
dockgen,1qaw_1_TRP_7,same_generator,Chai,32,7,public_chai_relaxedFalse_rep1,False,36.73963118425224,public_chai_relaxedFalse_rep2,False,1.362919509074607,public_chai_relaxedTrue_rep2,False,1.362919509074607
dockgen,1qaw_1_TRP_7,same_generator,DiffDock,32,7,public_diffdock_relaxedFalse_rep2,False,48.70234494728154,DiffDock-L default s10/t20,False,14.808069920440904,DiffDock-L default s10/t20,False,14.808069920440904
dockgen,1qaw_1_TRP_7,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedFalse_rep2,False,10.577245720350202,public_neuralplexer_relaxedTrue_rep2,False,12.134242378547302,public_neuralplexer_relaxedFalse_rep2,False,10.577245720350202
dockgen,1qaw_1_TRP_7,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053,public_dynamicbind_relaxedFalse_rep-1,False,27.92798909381053
dockgen,1qaw_1_TRP_7,same_generator,RFAA,32,0,,False,,,False,,,False,
dockgen,1sij_1_PCD_0,cross_generator_balanced,,1,1,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389
dockgen,1sij_1_PCD_0,same_generator,Boltz,1,1,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389
dockgen,1sij_1_PCD_0,same_generator,Chai,1,1,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247
dockgen,1sij_1_PCD_0,same_generator,DiffDock,1,1,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075
dockgen,1sij_1_PCD_0,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626
dockgen,1sij_1_PCD_0,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958
dockgen,1sij_1_PCD_0,same_generator,RFAA,1,0,,False,,,False,,,False,
dockgen,1sij_1_PCD_0,cross_generator_balanced,,2,2,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389
dockgen,1sij_1_PCD_0,same_generator,Boltz,2,2,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389
dockgen,1sij_1_PCD_0,same_generator,Chai,2,2,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247
dockgen,1sij_1_PCD_0,same_generator,DiffDock,2,2,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075
dockgen,1sij_1_PCD_0,same_generator,NeuralPlexer,2,2,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedFalse_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626
dockgen,1sij_1_PCD_0,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958
dockgen,1sij_1_PCD_0,same_generator,RFAA,2,0,,False,,,False,,,False,
dockgen,1sij_1_PCD_0,cross_generator_balanced,,4,4,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247
dockgen,1sij_1_PCD_0,same_generator,Boltz,4,4,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389
dockgen,1sij_1_PCD_0,same_generator,Chai,4,4,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247
dockgen,1sij_1_PCD_0,same_generator,DiffDock,4,4,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedTrue_rep3,True,1.5270792478286563
dockgen,1sij_1_PCD_0,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedFalse_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep2,False,25.832129493726185
dockgen,1sij_1_PCD_0,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958
dockgen,1sij_1_PCD_0,same_generator,RFAA,4,0,,False,,,False,,,False,
dockgen,1sij_1_PCD_0,cross_generator_balanced,,8,8,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247
dockgen,1sij_1_PCD_0,same_generator,Boltz,8,8,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389
dockgen,1sij_1_PCD_0,same_generator,Chai,8,7,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep3,True,0.3895142872410312
dockgen,1sij_1_PCD_0,same_generator,DiffDock,8,7,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,DiffDock-L default s10/t20,True,1.4153333931727132
dockgen,1sij_1_PCD_0,same_generator,NeuralPlexer,8,6,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedFalse_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep2,False,25.832129493726185
dockgen,1sij_1_PCD_0,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958
dockgen,1sij_1_PCD_0,same_generator,RFAA,8,0,,False,,,False,,,False,
dockgen,1sij_1_PCD_0,cross_generator_balanced,,16,16,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_chai_relaxedFalse_rep2,True,0.3900116098537247
dockgen,1sij_1_PCD_0,same_generator,Boltz,16,14,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_boltz_relaxedFalse_rep3,True,0.4438007164904613
dockgen,1sij_1_PCD_0,same_generator,Chai,16,7,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep3,True,0.3895142872410312
dockgen,1sij_1_PCD_0,same_generator,DiffDock,16,7,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,DiffDock-L default s10/t20,True,1.4153333931727132
dockgen,1sij_1_PCD_0,same_generator,NeuralPlexer,16,6,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedFalse_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep2,False,25.832129493726185
dockgen,1sij_1_PCD_0,same_generator,DynamicBind,16,2,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958
dockgen,1sij_1_PCD_0,same_generator,RFAA,16,0,,False,,,False,,,False,
dockgen,1sij_1_PCD_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_chai_relaxedTrue_rep3,True,0.3895142872410312
dockgen,1sij_1_PCD_0,same_generator,Boltz,32,14,public_boltz_ss_relaxedTrue_rep1,True,0.4954515206977389,public_boltz_relaxedFalse_rep1,True,0.5260943309962417,public_boltz_relaxedFalse_rep3,True,0.4438007164904613
dockgen,1sij_1_PCD_0,same_generator,Chai,32,7,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep2,True,0.3900116098537247,public_chai_relaxedFalse_rep3,True,0.3895142872410312
dockgen,1sij_1_PCD_0,same_generator,DiffDock,32,7,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,public_diffdock_relaxedFalse_rep1,True,1.5875875153629075,DiffDock-L default s10/t20,True,1.4153333931727132
dockgen,1sij_1_PCD_0,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedTrue_rep3,False,33.998247902292626,public_neuralplexer_relaxedFalse_rep3,False,33.998247902292626,public_neuralplexer_relaxedTrue_rep2,False,25.832129493726185
dockgen,1sij_1_PCD_0,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958,public_dynamicbind_relaxedFalse_rep-1,False,15.371397812913958
dockgen,1sij_1_PCD_0,same_generator,RFAA,32,0,,False,,,False,,,False,
dockgen,1tke_1_SER_0,cross_generator_balanced,,1,1,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528
dockgen,1tke_1_SER_0,same_generator,Boltz,1,1,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528
dockgen,1tke_1_SER_0,same_generator,Chai,1,1,Chai-1 full receptor s5/t200,True,0.8546377984494583,Chai-1 full receptor s5/t200,True,0.8546377984494583,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,DiffDock,1,1,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625
dockgen,1tke_1_SER_0,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138
dockgen,1tke_1_SER_0,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963
dockgen,1tke_1_SER_0,same_generator,RFAA,1,0,,False,,,False,,,False,
dockgen,1tke_1_SER_0,cross_generator_balanced,,2,2,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528
dockgen,1tke_1_SER_0,same_generator,Boltz,2,2,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_relaxedTrue_rep2,False,2.673366967755402
dockgen,1tke_1_SER_0,same_generator,Chai,2,2,Chai-1 full receptor s5/t200,True,0.8546377984494583,Chai-1 full receptor s5/t200,True,0.8546377984494583,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,DiffDock,2,1,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625
dockgen,1tke_1_SER_0,same_generator,NeuralPlexer,2,2,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138
dockgen,1tke_1_SER_0,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963
dockgen,1tke_1_SER_0,same_generator,RFAA,2,0,,False,,,False,,,False,
dockgen,1tke_1_SER_0,cross_generator_balanced,,4,4,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,Boltz,4,4,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_relaxedTrue_rep1,False,2.6720770864094243
dockgen,1tke_1_SER_0,same_generator,Chai,4,4,Chai-1 full receptor s5/t200,True,0.8546377984494583,public_chai_relaxedFalse_rep1,True,1.461536601767918,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,DiffDock,4,1,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625
dockgen,1tke_1_SER_0,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedFalse_rep1,True,1.2925511131092653,public_neuralplexer_relaxedFalse_rep1,True,1.2925511131092653
dockgen,1tke_1_SER_0,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963
dockgen,1tke_1_SER_0,same_generator,RFAA,4,0,,False,,,False,,,False,
dockgen,1tke_1_SER_0,cross_generator_balanced,,8,8,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,Boltz,8,8,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedFalse_rep1,False,2.63976020393628
dockgen,1tke_1_SER_0,same_generator,Chai,8,7,Chai-1 full receptor s5/t200,True,0.8546377984494583,public_chai_relaxedFalse_rep1,True,1.461536601767918,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,DiffDock,8,1,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625
dockgen,1tke_1_SER_0,same_generator,NeuralPlexer,8,6,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedTrue_rep3,True,1.796160103426991,public_neuralplexer_relaxedFalse_rep1,True,1.2925511131092653
dockgen,1tke_1_SER_0,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963
dockgen,1tke_1_SER_0,same_generator,RFAA,8,0,,False,,,False,,,False,
dockgen,1tke_1_SER_0,cross_generator_balanced,,16,16,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,Boltz,16,14,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_relaxedFalse_rep2,False,2.5509442417045705
dockgen,1tke_1_SER_0,same_generator,Chai,16,7,Chai-1 full receptor s5/t200,True,0.8546377984494583,public_chai_relaxedFalse_rep1,True,1.461536601767918,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,DiffDock,16,1,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625
dockgen,1tke_1_SER_0,same_generator,NeuralPlexer,16,6,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedTrue_rep3,True,1.796160103426991,public_neuralplexer_relaxedFalse_rep1,True,1.2925511131092653
dockgen,1tke_1_SER_0,same_generator,DynamicBind,16,2,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963
dockgen,1tke_1_SER_0,same_generator,RFAA,16,0,,False,,,False,,,False,
dockgen,1tke_1_SER_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,Boltz,32,14,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_ss_relaxedTrue_rep1,False,2.6780446342167528,public_boltz_relaxedFalse_rep2,False,2.5509442417045705
dockgen,1tke_1_SER_0,same_generator,Chai,32,7,Chai-1 full receptor s5/t200,True,0.8546377984494583,public_chai_relaxedFalse_rep1,True,1.461536601767918,Chai-1 full receptor s5/t200,True,0.8546377984494583
dockgen,1tke_1_SER_0,same_generator,DiffDock,32,1,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625,DiffDock-L default s10/t20,False,3.3936152854609625
dockgen,1tke_1_SER_0,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedFalse_rep2,False,2.28736914973138,public_neuralplexer_relaxedTrue_rep3,True,1.796160103426991,public_neuralplexer_relaxedFalse_rep1,True,1.2925511131092653
dockgen,1tke_1_SER_0,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963,public_dynamicbind_relaxedTrue_rep-1,False,2.7172791047032963
dockgen,1tke_1_SER_0,same_generator,RFAA,32,0,,False,,,False,,,False,
dockgen,1tkg_1_SSA_0,cross_generator_balanced,,1,1,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305
dockgen,1tkg_1_SSA_0,same_generator,Boltz,1,1,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305
dockgen,1tkg_1_SSA_0,same_generator,Chai,1,1,Chai-1 full receptor s5/t200,False,2.158125633762416,Chai-1 full receptor s5/t200,False,2.158125633762416,Chai-1 full receptor s5/t200,False,2.158125633762416
dockgen,1tkg_1_SSA_0,same_generator,DiffDock,1,1,DiffDock-L default s10/t20,False,6.818495289992886,DiffDock-L default s10/t20,False,6.818495289992886,DiffDock-L default s10/t20,False,6.818495289992886
dockgen,1tkg_1_SSA_0,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedFalse_rep2,False,7.770642029503718,public_neuralplexer_relaxedFalse_rep2,False,7.770642029503718,public_neuralplexer_relaxedFalse_rep2,False,7.770642029503718
dockgen,1tkg_1_SSA_0,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286
dockgen,1tkg_1_SSA_0,same_generator,RFAA,1,1,public_rfaa_relaxedTrue_rep1,False,2.183484236892637,public_rfaa_relaxedTrue_rep1,False,2.183484236892637,public_rfaa_relaxedTrue_rep1,False,2.183484236892637
dockgen,1tkg_1_SSA_0,cross_generator_balanced,,2,2,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,Chai-1 full receptor s5/t200,False,2.158125633762416,Chai-1 full receptor s5/t200,False,2.158125633762416
dockgen,1tkg_1_SSA_0,same_generator,Boltz,2,2,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_ss_relaxedTrue_rep1,False,2.306823685697837,public_boltz_ss_relaxedTrue_rep1,False,2.306823685697837
dockgen,1tkg_1_SSA_0,same_generator,Chai,2,2,Chai-1 full receptor s5/t200,False,2.158125633762416,public_chai_relaxedFalse_rep1,False,2.435368526333656,Chai-1 full receptor s5/t200,False,2.158125633762416
dockgen,1tkg_1_SSA_0,same_generator,DiffDock,2,1,DiffDock-L default s10/t20,False,6.818495289992886,DiffDock-L default s10/t20,False,6.818495289992886,DiffDock-L default s10/t20,False,6.818495289992886
dockgen,1tkg_1_SSA_0,same_generator,NeuralPlexer,2,2,public_neuralplexer_relaxedFalse_rep2,False,7.770642029503718,public_neuralplexer_relaxedFalse_rep2,False,7.770642029503718,public_neuralplexer_relaxedFalse_rep1,False,7.7564847475048815
dockgen,1tkg_1_SSA_0,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286,public_dynamicbind_relaxedTrue_rep-1,False,9.907123251844672
dockgen,1tkg_1_SSA_0,same_generator,RFAA,2,2,public_rfaa_relaxedTrue_rep1,False,2.183484236892637,public_rfaa_relaxedFalse_rep1,True,1.434585206541454,public_rfaa_relaxedFalse_rep1,True,1.434585206541454
dockgen,1tkg_1_SSA_0,cross_generator_balanced,,4,4,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,Chai-1 full receptor s5/t200,False,2.158125633762416,Chai-1 full receptor s5/t200,False,2.158125633762416
dockgen,1tkg_1_SSA_0,same_generator,Boltz,4,4,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_relaxedFalse_rep1,True,1.7013047043068303,public_boltz_relaxedFalse_rep1,True,1.7013047043068303
dockgen,1tkg_1_SSA_0,same_generator,Chai,4,4,Chai-1 full receptor s5/t200,False,2.158125633762416,public_chai_relaxedFalse_rep2,False,2.31602844148348,Chai-1 full receptor s5/t200,False,2.158125633762416
dockgen,1tkg_1_SSA_0,same_generator,DiffDock,4,1,DiffDock-L default s10/t20,False,6.818495289992886,DiffDock-L default s10/t20,False,6.818495289992886,DiffDock-L default s10/t20,False,6.818495289992886
dockgen,1tkg_1_SSA_0,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedFalse_rep2,False,7.770642029503718,public_neuralplexer_relaxedTrue_rep2,False,7.739637576385156,public_neuralplexer_relaxedFalse_rep3,False,7.394401797632286
dockgen,1tkg_1_SSA_0,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286,public_dynamicbind_relaxedFalse_rep-1,False,11.593381873382286,public_dynamicbind_relaxedTrue_rep-1,False,9.907123251844672
dockgen,1tkg_1_SSA_0,same_generator,RFAA,4,2,public_rfaa_relaxedTrue_rep1,False,2.183484236892637,public_rfaa_relaxedFalse_rep1,True,1.434585206541454,public_rfaa_relaxedFalse_rep1,True,1.434585206541454
dockgen,1tkg_1_SSA_0,cross_generator_balanced,,8,8,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,Chai-1 full receptor s5/t200,False,2.158125633762416,Chai-1 full receptor s5/t200,False,2.158125633762416
dockgen,1tkg_1_SSA_0,same_generator,Boltz,8,8,public_boltz_ss_relaxedFalse_rep1,False,2.4193076426232305,public_boltz_ss_relaxedFalse_rep3,True,1.82475657734168,public_boltz_ss_relaxedTrue_rep2,True,1.4763779553002514
dockgen,1tkg_1_SSA_0,same_generator,Chai,8,7,Chai-1 full receptor s5/t200,False,2.158125633762416,public_chai_relaxedFalse_rep2,False,2.31602844148348,Chai-1 full receptor s5/t200,False,2.158125633762416
