dataset,n_cases,ok_cases,ok_rate,top_success_2a_all_denominator,oracle_success_2a_all_denominator,top_success_2a_ok_only,oracle_success_2a_ok_only,median_top_rmsd_ok,median_oracle_rmsd_ok,mean_runtime_sec_ok
all,200,192,0.96,0.035,0.055,0.036458333333333336,0.057291666666666664,5.849251002699692,4.569188493647207,14.076135416666668
astex_diverse,24,24,1.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,4.453762630416713,4.176101386625824,14.33225
dockgen,54,50,0.9259259259259259,0.018518518518518517,0.018518518518518517,0.02,0.02,6.355832058305415,4.406021347779756,13.957579999999998
posebusters_benchmark,122,118,0.9672131147540983,0.040983606557377046,0.06557377049180328,0.0423728813559322,0.06779661016949153,6.069997269786942,4.765167554679905,14.074279661016952
