dataset,n_cases,ok_cases,ok_rate,top_success_2a_all_denominator,oracle_success_2a_all_denominator,top_success_2a_ok_only,oracle_success_2a_ok_only,median_top_rmsd_ok,median_oracle_rmsd_ok,mean_runtime_sec_ok
all,28,26,0.9285714285714286,0.07142857142857142,0.10714285714285714,0.07692307692307693,0.11538461538461539,6.667262485727436,5.127457922641648,14.003461538461538
astex_diverse,3,3,1.0,0.0,0.0,0.0,0.0,4.346392347395711,4.346392347395711,14.776000000000002
dockgen,8,8,1.0,0.0,0.0,0.0,0.0,10.475559975315313,4.992759511850519,13.865749999999998
posebusters_benchmark,17,15,0.8823529411764706,0.11764705882352941,0.17647058823529413,0.13333333333333333,0.2,6.486108330056689,5.297740055500286,13.922400000000001
