repeat,dataset,mol_id,k,oracle_success
27,posebusters_benchmark,7TS6_KMI,8,False
27,posebusters_benchmark,7TSF_H4B,2,False
27,posebusters_benchmark,7TSF_H4B,4,False
27,posebusters_benchmark,7TSF_H4B,8,False
27,posebusters_benchmark,7V43_C4O,2,False
27,posebusters_benchmark,7V43_C4O,4,False
27,posebusters_benchmark,7V43_C4O,8,True
27,posebusters_benchmark,7VB8_STL,2,False
27,posebusters_benchmark,7VB8_STL,4,False
27,posebusters_benchmark,7VB8_STL,8,False
27,posebusters_benchmark,7VYJ_CA0,2,False
27,posebusters_benchmark,7VYJ_CA0,4,False
27,posebusters_benchmark,7VYJ_CA0,8,False
27,posebusters_benchmark,7WUX_6OI,2,False
27,posebusters_benchmark,7WUX_6OI,4,False
27,posebusters_benchmark,7WUX_6OI,8,False
27,posebusters_benchmark,7WUY_76N,2,False
27,posebusters_benchmark,7WUY_76N,4,False
27,posebusters_benchmark,7WUY_76N,8,False
27,posebusters_benchmark,7WY1_D0L,2,False
27,posebusters_benchmark,7WY1_D0L,4,False
27,posebusters_benchmark,7WY1_D0L,8,False
27,posebusters_benchmark,7XRL_FWK,2,False
27,posebusters_benchmark,7XRL_FWK,4,False
27,posebusters_benchmark,7XRL_FWK,8,False
27,posebusters_benchmark,7ZCC_OGA,2,False
27,posebusters_benchmark,7ZCC_OGA,4,True
27,posebusters_benchmark,7ZCC_OGA,8,True
27,posebusters_benchmark,7ZZW_KKW,2,False
27,posebusters_benchmark,7ZZW_KKW,4,False
27,posebusters_benchmark,7ZZW_KKW,8,False
27,posebusters_benchmark,8A1H_DLZ,2,True
27,posebusters_benchmark,8A1H_DLZ,4,True
27,posebusters_benchmark,8A1H_DLZ,8,True
27,posebusters_benchmark,8AQL_PLG,2,False
27,posebusters_benchmark,8AQL_PLG,4,False
27,posebusters_benchmark,8AQL_PLG,8,False
27,posebusters_benchmark,8C5M_MTA,2,True
27,posebusters_benchmark,8C5M_MTA,4,True
27,posebusters_benchmark,8C5M_MTA,8,True
27,posebusters_benchmark,8D39_QDB,2,True
27,posebusters_benchmark,8D39_QDB,4,True
27,posebusters_benchmark,8D39_QDB,8,True
27,posebusters_benchmark,8EX2_Q2Q,2,True
27,posebusters_benchmark,8EX2_Q2Q,4,True
27,posebusters_benchmark,8EX2_Q2Q,8,True
27,posebusters_benchmark,8HO0_3ZI,2,False
27,posebusters_benchmark,8HO0_3ZI,4,False
27,posebusters_benchmark,8HO0_3ZI,8,False
27,posebusters_benchmark,7TB0_UD1,2,False
27,posebusters_benchmark,7TB0_UD1,4,True
27,posebusters_benchmark,7TB0_UD1,8,True
27,posebusters_benchmark,8G0V_YHT,2,False
27,posebusters_benchmark,8G0V_YHT,4,True
27,posebusters_benchmark,8G0V_YHT,8,True
27,astex_diverse,1N1M_A3M,2,False
27,astex_diverse,1N1M_A3M,4,False
27,astex_diverse,1N1M_A3M,8,True
27,dockgen,3ad7_1_NAD_0,2,False
27,dockgen,3ad7_1_NAD_0,4,True
27,dockgen,3ad7_1_NAD_0,8,True
27,dockgen,3ada_1_NAD_0,2,False
27,dockgen,3ada_1_NAD_0,4,False
27,dockgen,3ada_1_NAD_0,8,True
27,posebusters_benchmark,7CNQ_G8X,2,False
27,posebusters_benchmark,7CNQ_G8X,4,False
27,posebusters_benchmark,7CNQ_G8X,8,False
27,posebusters_benchmark,7D6O_MTE,2,False
27,posebusters_benchmark,7D6O_MTE,4,True
27,posebusters_benchmark,7D6O_MTE,8,True
27,posebusters_benchmark,7OP9_06K,2,False
27,posebusters_benchmark,7OP9_06K,4,False
27,posebusters_benchmark,7OP9_06K,8,False
27,posebusters_benchmark,7QE4_NGA,2,True
27,posebusters_benchmark,7QE4_NGA,4,True
27,posebusters_benchmark,7QE4_NGA,8,True
27,astex_diverse,1OF6_DTY,2,True
27,astex_diverse,1OF6_DTY,4,True
27,astex_diverse,1OF6_DTY,8,True
27,dockgen,1pj2_1_FUM_0,2,False
27,dockgen,1pj2_1_FUM_0,4,False
27,dockgen,1pj2_1_FUM_0,8,True
27,dockgen,3uni_1_SAL_0,2,False
27,dockgen,3uni_1_SAL_0,4,False
27,dockgen,3uni_1_SAL_0,8,False
27,dockgen,4mig_1_G3F_2,2,False
27,dockgen,4mig_1_G3F_2,4,False
27,dockgen,4mig_1_G3F_2,8,True
27,posebusters_benchmark,7FRX_O88,2,False
27,posebusters_benchmark,7FRX_O88,4,False
27,posebusters_benchmark,7FRX_O88,8,False
27,posebusters_benchmark,7SUC_COM,2,False
27,posebusters_benchmark,7SUC_COM,4,False
27,posebusters_benchmark,5S8I_2LY,2,False
27,posebusters_benchmark,5S8I_2LY,4,False
27,posebusters_benchmark,6VS3_R6V,2,True
27,posebusters_benchmark,6VS3_R6V,4,True
27,posebusters_benchmark,6W59_SZD,2,False
27,posebusters_benchmark,6W59_SZD,4,False
27,posebusters_benchmark,6X8D_ARA,2,True
27,posebusters_benchmark,6X8D_ARA,4,True
27,posebusters_benchmark,6XAF_GDP,2,False
27,posebusters_benchmark,6XAF_GDP,4,True
27,posebusters_benchmark,6XUM_30L,2,False
27,posebusters_benchmark,6XUM_30L,4,False
27,posebusters_benchmark,6Y7L_QMG,2,True
27,posebusters_benchmark,6Y7L_QMG,4,True
27,posebusters_benchmark,6YDY_K73,2,True
27,posebusters_benchmark,6YDY_K73,4,True
27,posebusters_benchmark,6Z5Z_BDF,2,False
27,posebusters_benchmark,6Z5Z_BDF,4,False
27,posebusters_benchmark,6ZR8_QOZ,2,False
27,posebusters_benchmark,6ZR8_QOZ,4,True
27,posebusters_benchmark,6ZT2_QPK,2,False
27,posebusters_benchmark,6ZT2_QPK,4,True
27,posebusters_benchmark,6ZX3_QRZ,2,True
27,posebusters_benchmark,6ZX3_QRZ,4,True
27,posebusters_benchmark,6ZXQ_IMO,2,False
27,posebusters_benchmark,6ZXQ_IMO,4,False
27,posebusters_benchmark,7AA0_R6B,2,True
27,posebusters_benchmark,7AA0_R6B,4,True
27,posebusters_benchmark,7AMC_73B,2,True
27,posebusters_benchmark,7AMC_73B,4,True
27,posebusters_benchmark,7AS1_21G,2,False
27,posebusters_benchmark,7AS1_21G,4,True
27,posebusters_benchmark,7AVI_S2Q,2,False
27,posebusters_benchmark,7AVI_S2Q,4,False
27,posebusters_benchmark,7B0E_C2E,2,False
27,posebusters_benchmark,7B0E_C2E,4,False
27,posebusters_benchmark,7B2C_TP7,2,False
27,posebusters_benchmark,7B2C_TP7,4,False
27,posebusters_benchmark,7BA0_T5H,2,False
27,posebusters_benchmark,7BA0_T5H,4,True
27,posebusters_benchmark,7BHX_TO5,2,False
27,posebusters_benchmark,7BHX_TO5,4,False
27,posebusters_benchmark,7BJ6_TVK,2,False
27,posebusters_benchmark,7BJ6_TVK,4,True
27,posebusters_benchmark,7BLA_WCS,2,True
27,posebusters_benchmark,7BLA_WCS,4,True
27,posebusters_benchmark,7BLG_GAL,2,True
27,posebusters_benchmark,7BLG_GAL,4,True
27,posebusters_benchmark,7C6P_SQH,2,True
27,posebusters_benchmark,7C6P_SQH,4,True
27,posebusters_benchmark,7D0P_1VU,2,True
27,posebusters_benchmark,7D0P_1VU,4,True
27,posebusters_benchmark,7D8Q_GZF,2,False
27,posebusters_benchmark,7D8Q_GZF,4,False
27,posebusters_benchmark,7D9L_GSF,2,True
27,posebusters_benchmark,7D9L_GSF,4,True
27,posebusters_benchmark,7DIN_MPO,2,False
27,posebusters_benchmark,7DIN_MPO,4,False
27,posebusters_benchmark,7E2S_BLA,2,False
27,posebusters_benchmark,7E2S_BLA,4,False
27,posebusters_benchmark,7EN7_J79,2,False
27,posebusters_benchmark,7EN7_J79,4,False
27,posebusters_benchmark,7JGW_V9S,2,False
27,posebusters_benchmark,7JGW_V9S,4,False
27,posebusters_benchmark,7JNB_A2G,2,True
27,posebusters_benchmark,7JNB_A2G,4,True
27,posebusters_benchmark,7JR8_VH7,2,False
27,posebusters_benchmark,7JR8_VH7,4,True
27,posebusters_benchmark,7JUD_MMA,2,False
27,posebusters_benchmark,7JUD_MMA,4,False
27,posebusters_benchmark,7K41_VUA,2,False
27,posebusters_benchmark,7K41_VUA,4,False
27,posebusters_benchmark,7KFO_IAC,2,True
27,posebusters_benchmark,7KFO_IAC,4,True
27,posebusters_benchmark,7KLX_WOV,2,False
27,posebusters_benchmark,7KLX_WOV,4,False
27,posebusters_benchmark,7KP6_WTP,2,False
27,posebusters_benchmark,7KP6_WTP,4,False
27,posebusters_benchmark,7L6D_BMF,2,False
27,posebusters_benchmark,7L6D_BMF,4,True
27,posebusters_benchmark,7L81_UD4,2,True
27,posebusters_benchmark,7L81_UD4,4,True
27,posebusters_benchmark,7LB3_XXS,2,True
27,posebusters_benchmark,7LB3_XXS,4,True
27,posebusters_benchmark,7LZQ_YJV,2,False
27,posebusters_benchmark,7LZQ_YJV,4,False
27,posebusters_benchmark,7M31_TDR,2,False
27,posebusters_benchmark,7M31_TDR,4,False
27,posebusters_benchmark,7M41_YQG,2,False
27,posebusters_benchmark,7M41_YQG,4,False
27,posebusters_benchmark,7MAE_XUS,2,False
27,posebusters_benchmark,7MAE_XUS,4,True
27,posebusters_benchmark,7MEU_MGP,2,False
27,posebusters_benchmark,7MEU_MGP,4,True
27,posebusters_benchmark,7MRH_ZMJ,2,False
27,posebusters_benchmark,7MRH_ZMJ,4,False
27,posebusters_benchmark,7MS7_ZQ1,2,False
27,posebusters_benchmark,7MS7_ZQ1,4,False
27,posebusters_benchmark,7MZS_GLA,2,False
27,posebusters_benchmark,7MZS_GLA,4,False
27,posebusters_benchmark,7NA4_1I9,2,False
27,posebusters_benchmark,7NA4_1I9,4,True
27,posebusters_benchmark,7NB4_U6Q,2,False
27,posebusters_benchmark,7NB4_U6Q,4,True
27,posebusters_benchmark,7NLK_UHK,2,True
27,posebusters_benchmark,7NLK_UHK,4,True
27,posebusters_benchmark,7NML_I7B,2,False
27,posebusters_benchmark,7NML_I7B,4,False
27,posebusters_benchmark,7NR6_UO8,2,False
27,posebusters_benchmark,7NR6_UO8,4,False
27,posebusters_benchmark,7NTG_F6R,2,False
27,posebusters_benchmark,7NTG_F6R,4,True
27,posebusters_benchmark,7OCB_V88,2,False
27,posebusters_benchmark,7OCB_V88,4,False
27,posebusters_benchmark,7ODX_DGP,2,True
27,posebusters_benchmark,7ODX_DGP,4,True
27,posebusters_benchmark,7OKC_VFE,2,False
27,posebusters_benchmark,7OKC_VFE,4,False
27,posebusters_benchmark,7OKF_VH5,2,True
27,posebusters_benchmark,7OKF_VH5,4,True
27,posebusters_benchmark,7OLT_58J,2,False
27,posebusters_benchmark,7OLT_58J,4,True
27,posebusters_benchmark,7OMJ_GCP,2,False
27,posebusters_benchmark,7OMJ_GCP,4,True
27,posebusters_benchmark,7ORW_7WA,2,False
27,posebusters_benchmark,7ORW_7WA,4,False
27,posebusters_benchmark,7OU8_1XI,2,False
27,posebusters_benchmark,7OU8_1XI,4,False
27,posebusters_benchmark,7P2W_4QR,2,False
27,posebusters_benchmark,7P2W_4QR,4,False
27,posebusters_benchmark,7P4J_5JK,2,False
27,posebusters_benchmark,7P4J_5JK,4,False
27,posebusters_benchmark,7P4V_DAT,2,True
27,posebusters_benchmark,7P4V_DAT,4,True
27,posebusters_benchmark,7P85_5ZG,2,False
27,posebusters_benchmark,7P85_5ZG,4,False
27,posebusters_benchmark,7PA4_C,2,False
27,posebusters_benchmark,7PA4_C,4,False
27,posebusters_benchmark,7Q19_DSM,2,False
27,posebusters_benchmark,7Q19_DSM,4,True
27,posebusters_benchmark,7QK0_EBL,2,False
27,posebusters_benchmark,7QK0_EBL,4,False
27,posebusters_benchmark,7QSW_CAP,2,False
27,posebusters_benchmark,7QSW_CAP,4,False
27,posebusters_benchmark,7REE_4LY,2,False
27,posebusters_benchmark,7REE_4LY,4,True
27,posebusters_benchmark,7RH8_UTP,2,False
27,posebusters_benchmark,7RH8_UTP,4,False
27,posebusters_benchmark,7RPZ_6IC,2,True
27,posebusters_benchmark,7RPZ_6IC,4,True
27,posebusters_benchmark,7RUI_7QZ,2,True
27,posebusters_benchmark,7RUI_7QZ,4,True
27,posebusters_benchmark,7RWO_7WN,2,True
27,posebusters_benchmark,7RWO_7WN,4,True
27,posebusters_benchmark,7S45_ACO,2,False
27,posebusters_benchmark,7S45_ACO,4,False
27,posebusters_benchmark,7S9H_7PP,2,True
27,posebusters_benchmark,7S9H_7PP,4,True
27,posebusters_benchmark,7SED_8VD,2,True
27,posebusters_benchmark,7SED_8VD,4,True
27,posebusters_benchmark,7SGV_L30,2,False
27,posebusters_benchmark,7SGV_L30,4,False
27,posebusters_benchmark,7SNE_9XR,2,False
27,posebusters_benchmark,7SNE_9XR,4,False
27,posebusters_benchmark,7SSM_B7L,2,False
27,posebusters_benchmark,7SSM_B7L,4,True
27,posebusters_benchmark,7T0U_E3I,2,False
27,posebusters_benchmark,7T0U_E3I,4,False
27,posebusters_benchmark,7T2I_E9F,2,True
27,posebusters_benchmark,7T2I_E9F,4,True
27,posebusters_benchmark,7T3F_EM0,2,True
27,posebusters_benchmark,7T3F_EM0,4,True
27,posebusters_benchmark,7T9O_GEI,2,False
27,posebusters_benchmark,7T9O_GEI,4,False
27,posebusters_benchmark,7TWC_CXS,2,False
27,posebusters_benchmark,7TWC_CXS,4,False
27,posebusters_benchmark,7TXP_0FX,2,True
27,posebusters_benchmark,7TXP_0FX,4,True
27,posebusters_benchmark,7UEY_N0R,2,False
27,posebusters_benchmark,7UEY_N0R,4,False
27,posebusters_benchmark,7UF2_5SP,2,True
27,posebusters_benchmark,7UF2_5SP,4,True
27,posebusters_benchmark,7UMV_NUU,2,False
27,posebusters_benchmark,7UMV_NUU,4,True
27,posebusters_benchmark,7UP3_NZ0,2,False
27,posebusters_benchmark,7UP3_NZ0,4,True
27,posebusters_benchmark,7V8Z_5YH,2,True
27,posebusters_benchmark,7V8Z_5YH,4,True
27,posebusters_benchmark,7VJT_7IJ,2,False
27,posebusters_benchmark,7VJT_7IJ,4,True
27,posebusters_benchmark,7W6F_8I6,2,False
27,posebusters_benchmark,7W6F_8I6,4,False
27,posebusters_benchmark,7WN5_JGL,2,True
27,posebusters_benchmark,7WN5_JGL,4,True
27,posebusters_benchmark,7XEK_9YX,2,False
27,posebusters_benchmark,7XEK_9YX,4,True
27,posebusters_benchmark,7XIJ_EJ3,2,False
27,posebusters_benchmark,7XIJ_EJ3,4,False
27,posebusters_benchmark,7ZXZ_K9R,2,False
27,posebusters_benchmark,7ZXZ_K9R,4,False
27,posebusters_benchmark,7ZYS_KNR,2,False
27,posebusters_benchmark,7ZYS_KNR,4,False
27,posebusters_benchmark,7ZZB_KGX,2,False
27,posebusters_benchmark,7ZZB_KGX,4,False
27,posebusters_benchmark,8ACL_LQL,2,True
27,posebusters_benchmark,8ACL_LQL,4,True
27,posebusters_benchmark,8AEU_M0L,2,False
27,posebusters_benchmark,8AEU_M0L,4,True
27,posebusters_benchmark,8AIJ_M9I,2,False
27,posebusters_benchmark,8AIJ_M9I,4,False
27,posebusters_benchmark,8AJX_FUM,2,False
27,posebusters_benchmark,8AJX_FUM,4,False
27,posebusters_benchmark,8BN6_R53,2,False
27,posebusters_benchmark,8BN6_R53,4,True
27,posebusters_benchmark,8BPL_CP,2,True
27,posebusters_benchmark,8BPL_CP,4,True
27,posebusters_benchmark,8BRO_R7E,2,False
27,posebusters_benchmark,8BRO_R7E,4,False
27,posebusters_benchmark,8C5D_GTB,2,True
27,posebusters_benchmark,8C5D_GTB,4,True
27,posebusters_benchmark,8C7Y_TXV,2,False
27,posebusters_benchmark,8C7Y_TXV,4,False
27,posebusters_benchmark,8CGC_LMR,2,False
27,posebusters_benchmark,8CGC_LMR,4,False
27,posebusters_benchmark,8CI0_8EL,2,False
27,posebusters_benchmark,8CI0_8EL,4,False
27,posebusters_benchmark,8DW5_FQ7,2,False
27,posebusters_benchmark,8DW5_FQ7,4,True
27,posebusters_benchmark,8DZT_G4P,2,False
27,posebusters_benchmark,8DZT_G4P,4,True
27,posebusters_benchmark,8E77_ULP,2,True
27,posebusters_benchmark,8E77_ULP,4,True
27,posebusters_benchmark,8EAD_UY0,2,True
27,posebusters_benchmark,8EAD_UY0,4,True
27,posebusters_benchmark,8ERS_WQO,2,False
27,posebusters_benchmark,8ERS_WQO,4,False
27,posebusters_benchmark,8F4J_PHO,2,False
27,posebusters_benchmark,8F4J_PHO,4,False
27,posebusters_benchmark,8FLN_Y7W,2,True
27,posebusters_benchmark,8FLN_Y7W,4,True
27,posebusters_benchmark,8FV9_80J,2,True
27,posebusters_benchmark,8FV9_80J,4,True
27,posebusters_benchmark,8G43_ZU6,2,True
27,posebusters_benchmark,8G43_ZU6,4,True
27,posebusters_benchmark,8H0M_2EH,2,False
27,posebusters_benchmark,8H0M_2EH,4,False
27,dockgen,3gvl_1_SLB_2,2,False
27,dockgen,3gvl_1_SLB_2,4,False
27,dockgen,3ju4_1_SLB_2,2,False
27,dockgen,3ju4_1_SLB_2,4,False
27,dockgen,1i8t_1_FAD_1,2,True
27,dockgen,1i8t_1_FAD_1,4,True
27,dockgen,1o28_1_UFP_2,2,False
27,dockgen,1o28_1_UFP_2,4,False
27,dockgen,1pj4_1_FUM_1,2,False
27,dockgen,1pj4_1_FUM_1,4,False
27,dockgen,1sbz_1_FMN_3,2,False
27,dockgen,1sbz_1_FMN_3,4,False
27,dockgen,1uf7_1_CDV_0,2,False
27,dockgen,1uf7_1_CDV_0,4,False
27,dockgen,1uf8_1_ING_2,2,True
27,dockgen,1uf8_1_ING_2,4,True
27,dockgen,1v97_1_MTE_1,2,False
27,dockgen,1v97_1_MTE_1,4,False
27,dockgen,1za2_1_CTP_4,2,True
27,dockgen,1za2_1_CTP_4,4,True
27,dockgen,2cdc_1_XYS_5,2,True
27,dockgen,2cdc_1_XYS_5,4,True
27,dockgen,2ext_1_TRP_0,2,True
27,dockgen,2ext_1_TRP_0,4,True
27,dockgen,2g7c_1_NAG-GAL-GLA_1,2,False
27,dockgen,2g7c_1_NAG-GAL-GLA_1,4,False
27,dockgen,2him_1_ASN_3,2,False
27,dockgen,2him_1_ASN_3,4,False
27,dockgen,2o5m_1_MNR_0,2,True
27,dockgen,2o5m_1_MNR_0,4,True
27,dockgen,2v5e_1_GU4-YYJ_0,2,False
27,dockgen,2v5e_1_GU4-YYJ_0,4,False
27,dockgen,2wab_1_BGC-BGC-BGC-BGC-BGC_0,2,False
27,dockgen,2wab_1_BGC-BGC-BGC-BGC-BGC_0,4,False
27,dockgen,2wao_1_BGC-BGC-BGC-BGC-BGC_0,2,False
27,dockgen,2wao_1_BGC-BGC-BGC-BGC-BGC_0,4,False
27,dockgen,2x34_2_UQ8_0,2,False
27,dockgen,2x34_2_UQ8_0,4,True
27,dockgen,2xrh_1_NIO_1,2,False
27,dockgen,2xrh_1_NIO_1,4,False
27,dockgen,3gf4_1_U5P_0,2,False
27,dockgen,3gf4_1_U5P_0,4,False
27,dockgen,3he3_5_UDP_0,2,False
27,dockgen,3he3_5_UDP_0,4,False
27,dockgen,3it6_1_ORN_1,2,False
27,dockgen,3it6_1_ORN_1,4,False
27,dockgen,3k8l_1_GLC-GLC-GLC-GLC-GLC_0,2,False
27,dockgen,3k8l_1_GLC-GLC-GLC-GLC-GLC_0,4,False
27,dockgen,3k8m_1_GLC-GLC-AC1_0,2,False
27,dockgen,3k8m_1_GLC-GLC-AC1_0,4,False
27,dockgen,3nvv_1_MTE_1,2,True
27,dockgen,3nvv_1_MTE_1,4,True
27,dockgen,3o01_2_DXC_0,2,False
27,dockgen,3o01_2_DXC_0,4,False
27,dockgen,3o02_2_JN3_0,2,False
27,dockgen,3o02_2_JN3_0,4,False
27,dockgen,3q14_1_PCR_3,2,False
27,dockgen,3q14_1_PCR_3,4,False
27,dockgen,3qrc_2_GU4-YYJ_0,2,False
27,dockgen,3qrc_2_GU4-YYJ_0,4,False
27,dockgen,3s5x_1_BMA-MAN-MAN-MAN-MAN_0,2,False
27,dockgen,3s5x_1_BMA-MAN-MAN-MAN-MAN_0,4,False
27,dockgen,3sr6_1_MTE_1,2,True
27,dockgen,3sr6_1_MTE_1,4,True
27,dockgen,3wvc_1_FEG_0,2,False
27,dockgen,3wvc_1_FEG_0,4,False
27,dockgen,3zqu_1_FNR_5,2,False
27,dockgen,3zqu_1_FNR_5,4,True
27,dockgen,3zzs_1_TRP_3,2,False
27,dockgen,3zzs_1_TRP_3,4,False
27,dockgen,4bc9_1_CNV-FAD_0,2,False
27,dockgen,4bc9_1_CNV-FAD_0,4,False
27,dockgen,4fyw_1_CTP_4,2,False
27,dockgen,4fyw_1_CTP_4,4,True
27,dockgen,4gk9_1_BMA-MAN-MAN-MAN-MAN_3,2,False
27,dockgen,4gk9_1_BMA-MAN-MAN-MAN-MAN_3,4,False
27,dockgen,4mo2_2_FDA_0,2,True
27,dockgen,4mo2_2_FDA_0,4,True
27,dockgen,4mos_1_GAF_1,2,True
27,dockgen,4mos_1_GAF_1,4,True
27,dockgen,4n4l_1_HG1_0,2,False
27,dockgen,4n4l_1_HG1_0,4,False
27,dockgen,4o0d_1_GLY_3,2,False
27,dockgen,4o0d_1_GLY_3,4,True
27,dockgen,4o0f_1_GLY_3,2,False
27,dockgen,4o0f_1_GLY_3,4,True
27,dockgen,4osx_1_GLY_2,2,False
27,dockgen,4osx_1_GLY_2,4,True
27,dockgen,4osy_1_GLY_3,2,False
27,dockgen,4osy_1_GLY_3,4,True
27,dockgen,4pya_1_2X3_0,2,False
27,dockgen,4pya_1_2X3_0,4,False
27,dockgen,4qo5_1_NAG_2,2,False
27,dockgen,4qo5_1_NAG_2,4,False
27,dockgen,4rpj_1_UDP_0,2,False
27,dockgen,4rpj_1_UDP_0,4,False
27,dockgen,4rpm_1_HXC_0,2,True
27,dockgen,4rpm_1_HXC_0,4,True
27,dockgen,4xdr_1_ADN_0,2,False
27,dockgen,4xdr_1_ADN_0,4,False
27,dockgen,4zav_1_4LS_8,2,False
27,dockgen,4zav_1_4LS_8,4,False
27,dockgen,4zaw_1_4LU_1,2,False
27,dockgen,4zaw_1_4LU_1,4,False
27,dockgen,4zay_1_4LS_6,2,False
27,dockgen,4zay_1_4LS_6,4,False
27,dockgen,4zaz_1_4LS_6,2,False
27,dockgen,4zaz_1_4LS_6,4,False
27,dockgen,4zqx_1_ATP_2,2,False
27,dockgen,4zqx_1_ATP_2,4,False
27,dockgen,5a98_1_ATP_0,2,False
27,dockgen,5a98_1_ATP_0,4,False
27,dockgen,5ae3_2_AWB_1,2,False
27,dockgen,5ae3_2_AWB_1,4,False
27,dockgen,5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0,2,False
27,dockgen,5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0,4,False
27,dockgen,5dnc_1_ASN_2,2,False
27,dockgen,5dnc_1_ASN_2,4,False
27,dockgen,5eno_1_5QG_0,2,False
27,dockgen,5eno_1_5QG_0,4,False
27,dockgen,5enp_1_5QF_0,2,False
27,dockgen,5enp_1_5QF_0,4,False
27,dockgen,5enq_1_5QE_0,2,False
27,dockgen,5enq_1_5QE_0,4,False
27,dockgen,5enr_1_MBX_0,2,False
27,dockgen,5enr_1_MBX_0,4,False
27,dockgen,5ent_1_MIY_0,2,False
27,dockgen,5ent_1_MIY_0,4,False
27,dockgen,5ers_1_AMP_1,2,False
27,dockgen,5ers_1_AMP_1,4,False
27,dockgen,5f52_1_ASP_2,2,False
27,dockgen,5f52_1_ASP_2,4,False
27,dockgen,5gql_1_ATP_4,2,False
27,dockgen,5gql_1_ATP_4,4,False
27,dockgen,5k62_1_ASN-VAL_0,2,False
27,dockgen,5k62_1_ASN-VAL_0,4,False
27,dockgen,5k63_1_ASN-GLY_0,2,False
27,dockgen,5k63_1_ASN-GLY_0,4,True
27,dockgen,5k66_1_ASN-GLU_0,2,True
27,dockgen,5k66_1_ASN-GLU_0,4,True
27,dockgen,5mh1_1_BMA_0,2,True
27,dockgen,5mh1_1_BMA_0,4,True
27,dockgen,5u82_2_ZN0_0,2,False
27,dockgen,5u82_2_ZN0_0,4,False
27,dockgen,6a71_1_9UX_0,2,False
27,dockgen,6a71_1_9UX_0,4,False
27,dockgen,6a72_1_9UX_0,2,False
27,dockgen,6a72_1_9UX_0,4,False
27,dockgen,6b1b_1_TMO_15,2,False
27,dockgen,6b1b_1_TMO_15,4,False
27,dockgen,6etf_1_AMP_0,2,True
27,dockgen,6etf_1_AMP_0,4,True
27,dockgen,6fgc_1_ADP_1,2,False
27,dockgen,6fgc_1_ADP_1,4,False
27,dockgen,6fgc_1_D95_1,2,False
27,dockgen,6fgc_1_D95_1,4,False
27,dockgen,6gbf_1_AMP_0,2,False
27,dockgen,6gbf_1_AMP_0,4,True
27,dockgen,6jls_1_FMN_6,2,False
27,dockgen,6jls_1_FMN_6,4,False
27,dockgen,6n19_2_K8V_0,2,False
27,dockgen,6n19_2_K8V_0,4,False
27,dockgen,6nco_1_KQP_0,2,False
27,dockgen,6nco_1_KQP_0,4,False
27,dockgen,6npp_1_KWG_0,2,False
27,dockgen,6npp_1_KWG_0,4,False
27,dockgen,6pa2_1_ASP_2,2,False
27,dockgen,6pa2_1_ASP_2,4,True
27,dockgen,6pa6_2_ASN_0,2,False
27,dockgen,6pa6_2_ASN_0,4,False
27,dockgen,6rms_1_AMP_1,2,False
27,dockgen,6rms_1_AMP_1,4,False
27,dockgen,6rz2_1_5CD_2,2,False
27,dockgen,6rz2_1_5CD_2,4,False
27,dockgen,6tvg_1_AP2_1,2,False
27,dockgen,6tvg_1_AP2_1,4,False
27,dockgen,6v2a_1_ASN_3,2,False
27,dockgen,6v2a_1_ASN_3,4,False
27,dockgen,6xug_1_O1Q_0,2,False
27,dockgen,6xug_1_O1Q_0,4,True
28,astex_diverse,1GPK_HUP,2,False
28,astex_diverse,1GPK_HUP,4,True
28,astex_diverse,1GPK_HUP,8,True
28,astex_diverse,1HNN_SKF,2,False
28,astex_diverse,1HNN_SKF,4,False
28,astex_diverse,1HNN_SKF,8,True
28,astex_diverse,1HP0_AD3,2,True
28,astex_diverse,1HP0_AD3,4,True
28,astex_diverse,1HP0_AD3,8,True
28,astex_diverse,1HQ2_PH2,2,True
28,astex_diverse,1HQ2_PH2,4,True
28,astex_diverse,1HQ2_PH2,8,True
28,astex_diverse,1HWW_SWA,2,False
28,astex_diverse,1HWW_SWA,4,False
28,astex_diverse,1HWW_SWA,8,False
28,astex_diverse,1IA1_TQ3,2,False
28,astex_diverse,1IA1_TQ3,4,False
28,astex_diverse,1IA1_TQ3,8,True
28,astex_diverse,1IG3_VIB,2,False
28,astex_diverse,1IG3_VIB,4,False
28,astex_diverse,1IG3_VIB,8,False
28,astex_diverse,1JD0_AZM,2,True
28,astex_diverse,1JD0_AZM,4,True
28,astex_diverse,1JD0_AZM,8,True
28,astex_diverse,1JJE_BYS,2,False
28,astex_diverse,1JJE_BYS,4,True
28,astex_diverse,1JJE_BYS,8,True
28,astex_diverse,1JLA_TNK,2,False
28,astex_diverse,1JLA_TNK,4,True
28,astex_diverse,1JLA_TNK,8,True
28,astex_diverse,1K3U_IAD,2,True
28,astex_diverse,1K3U_IAD,4,True
28,astex_diverse,1K3U_IAD,8,True
28,astex_diverse,1KE5_LS1,2,True
28,astex_diverse,1KE5_LS1,4,True
28,astex_diverse,1KE5_LS1,8,True
28,astex_diverse,1KZK_JE2,2,True
28,astex_diverse,1KZK_JE2,4,True
28,astex_diverse,1KZK_JE2,8,True
28,astex_diverse,1L2S_STC,2,False
28,astex_diverse,1L2S_STC,4,True
28,astex_diverse,1L2S_STC,8,True
28,astex_diverse,1L7F_BCZ,2,False
28,astex_diverse,1L7F_BCZ,4,True
28,astex_diverse,1L7F_BCZ,8,True
