dataset,mol_id,regime,ledger_n,reconstructed_n,ledger_oracle,reconstructed_oracle
dockgen,1za2_1_CTP_4,successful,6,6,True,True
dockgen,2cdc_1_XYS_5,successful,6,6,True,True
dockgen,2ext_1_TRP_0,successful,6,6,True,True
dockgen,2o5m_1_MNR_0,successful,6,6,True,True
dockgen,2x34_2_UQ8_0,successful,6,6,True,True
dockgen,2xrh_1_NIO_1,discrimination-limited,6,6,True,True
dockgen,3he3_5_UDP_0,discrimination-limited,6,6,True,True
dockgen,3nvv_1_MTE_1,successful,6,6,True,True
dockgen,3sr6_1_MTE_1,successful,6,6,True,True
dockgen,3zqu_1_FNR_5,successful,6,6,True,True
dockgen,4fyw_1_CTP_4,successful,6,6,True,True
dockgen,4mo2_2_FDA_0,successful,6,6,True,True
dockgen,4mos_1_GAF_1,successful,6,6,True,True
dockgen,4o0d_1_GLY_3,discrimination-limited,6,6,True,True
dockgen,4o0f_1_GLY_3,discrimination-limited,6,6,True,True
dockgen,4osx_1_GLY_2,discrimination-limited,6,6,True,True
dockgen,4osy_1_GLY_3,discrimination-limited,6,6,True,True
dockgen,4rpm_1_HXC_0,successful,6,6,True,True
dockgen,4xdr_1_ADN_0,successful,6,6,True,True
dockgen,5k63_1_ASN-GLY_0,successful,6,6,True,True
dockgen,5k66_1_ASN-GLU_0,successful,6,6,True,True
dockgen,5mh1_1_BMA_0,successful,6,6,True,True
dockgen,6etf_1_AMP_0,successful,6,6,True,True
dockgen,6gbf_1_AMP_0,discrimination-limited,6,6,True,True
dockgen,6pa2_1_ASP_2,successful,6,6,True,True
dockgen,6rz2_1_5CD_2,successful,6,6,True,True
dockgen,6xug_1_O1Q_0,successful,6,6,True,True
