dataset,mol_id,case_id,pdb_id,method,protein_pdb,start_sdf,start_ligand_source,native_sdf,status,cached,clean_receptor_pdb,receptor_atoms_kept,receptor_atoms_dropped,receptor_residue_types_kept,receptor_residue_types_dropped,native_heavy_atoms,pose_heavy_atom_counts,poses_pdbqt,n_poses,top_score,best_score,top_rmsd,oracle_rmsd,top_success_2a,oracle_success_2a,exhaustiveness,box_size
dockgen,3gvl_1_SLB_2,3gvl_1_SLB_2,3gvl,vina_cpu_full,external/PoseBench/data/dockgen_set/3gvl_1_SLB_2/3gvl_1_SLB_2_protein_processed.pdb,external/PoseBench/data/dockgen_set/3gvl_1_SLB_2/3gvl_1_SLB_2_ligand.pdb,native_ligand_fallback,external/PoseBench/data/dockgen_set/3gvl_1_SLB_2/3gvl_1_SLB_2_ligand.pdb,ok,False,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/vina_cpu_full/dockgen/3gvl_1_SLB_2/receptor_clean_protein_only.pdb,15777,0,"ALA,ARG,ASN,ASP,CYS,GLN,GLU,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL",,21,"21,21,21",results/posebench_702_predictions/vina_cpu_full/dockgen/3gvl_1_SLB_2/vina_poses.pdbqt,3,-5.153,-5.153,4.745866607601067,4.53240903567481,False,False,1,24.0
