selector,method,similarity_bin,n,success,median_rmsd,pb_valid_all,replacement_rate,eligible_rate
physics_score_physics_heavy,boltz1x,low,66,0.06060606060606061,7.1792778968811035,0.8253968253968254,0.07575757575757576,1.0
physics_score_physics_heavy,boltz1x,mid,300,0.51,1.9409211874008179,0.926829268292683,0.06333333333333334,1.0
physics_score_physics_heavy,boltz2,all,630,0.6936507936507936,0.9370494186878204,,0.0746031746031746,1.0
physics_score_physics_heavy,boltz2,high,300,0.91,0.43619489669799805,,0.02666666666666667,1.0
physics_score_physics_heavy,boltz2,low,31,0.06451612903225806,8.908732414245605,,0.1935483870967742,1.0
physics_score_physics_heavy,boltz2,mid,299,0.5418060200668896,1.7600971460342407,,0.11036789297658862,1.0
physics_score_physics_heavy,chai,all,680,0.5970588235294118,1.1430792808532715,0.7020905923344948,0.17058823529411765,1.0
physics_score_physics_heavy,chai,high,300,0.88,0.42173223197460175,0.8136882129277566,0.13,1.0
physics_score_physics_heavy,chai,low,80,0.2125,9.581171989440918,0.46153846153846156,0.2375,1.0
physics_score_physics_heavy,chai,mid,300,0.4166666666666667,2.589475631713867,0.6463414634146342,0.19333333333333333,1.0
physics_score_physics_heavy,protenix,all,687,0.5836972343522562,1.1995434761047363,0.6624,0.10189228529839883,1.0
physics_score_physics_heavy,protenix,high,300,0.91,0.4440109133720398,0.7403508771929824,0.05,1.0
physics_score_physics_heavy,protenix,low,87,0.08045977011494253,12.757115364074709,0.4189189189189189,0.1724137931034483,1.0
physics_score_physics_heavy,protenix,mid,300,0.4033333333333333,2.6832669973373413,0.6466165413533834,0.13333333333333333,1.0
posebusters_or_geometry_filter,all_methods,all,4727,0.626401523164798,1.094291090965271,0.7119084763390535,0.06346519991537973,0.9896340173471546
posebusters_or_geometry_filter,all_methods,high,2100,0.8923809523809524,0.4440170228481293,0.7868284228769498,0.04047619047619048,0.9885714285714285
posebusters_or_geometry_filter,all_methods,low,528,0.14583333333333334,8.074556350708008,0.4812206572769953,0.14393939393939395,0.9886363636363636
posebusters_or_geometry_filter,all_methods,mid,2099,0.4811815150071463,2.092172384262085,0.6933096506808762,0.06622201048118151,0.9909480705097665
posebusters_or_geometry_filter,af3,all,697,0.6370157819225251,0.9933506846427916,0.7125,0.08177905308464849,0.9956958393113343
posebusters_or_geometry_filter,af3,high,300,0.9133333333333333,0.32889965176582336,0.7979094076655052,0.043333333333333335,0.9966666666666667
posebusters_or_geometry_filter,af3,low,97,0.1958762886597938,6.997989654541016,0.42105263157894735,0.21649484536082475,0.9896907216494846
posebusters_or_geometry_filter,af3,mid,300,0.5033333333333333,1.9820650815963745,0.703971119133574,0.07666666666666666,0.9966666666666667
posebusters_or_geometry_filter,af3_no_template,all,697,0.648493543758967,0.9778943061828612,0.6729559748427673,0.08751793400286945,0.9870875179340028
posebusters_or_geometry_filter,af3_no_template,high,300,0.93,0.3449619561433792,0.7526132404181185,0.043333333333333335,0.9866666666666667
posebusters_or_geometry_filter,af3_no_template,low,97,0.1958762886597938,7.541641712188721,0.391304347826087,0.28865979381443296,1.0
posebusters_or_geometry_filter,af3_no_template,mid,300,0.5133333333333333,1.817933201789856,0.6607142857142857,0.06666666666666667,0.9833333333333333
posebusters_or_geometry_filter,boltz,all,670,0.6104477611940299,1.2434899806976318,0.5673400673400674,0.12238805970149254,0.9731343283582089
posebusters_or_geometry_filter,boltz,high,300,0.8566666666666667,0.5959227383136749,0.6346863468634686,0.09666666666666666,0.9766666666666667
posebusters_or_geometry_filter,boltz,low,70,0.1,8.46573257446289,0.3,0.14285714285714285,0.9428571428571428
posebusters_or_geometry_filter,boltz,mid,300,0.48333333333333334,2.068337917327881,0.55893536121673,0.14333333333333334,0.9766666666666667
posebusters_or_geometry_filter,boltz1x,all,666,0.6201201201201201,1.1631397008895874,0.9204204204204204,0.0,0.9984984984984985
posebusters_or_geometry_filter,boltz1x,high,300,0.85,0.5457308888435364,0.9333333333333333,0.0,0.9966666666666667
posebusters_or_geometry_filter,boltz1x,low,66,0.06060606060606061,7.1792778968811035,0.8181818181818182,0.0,1.0
posebusters_or_geometry_filter,boltz1x,mid,300,0.5133333333333333,1.9119031429290776,0.93,0.0,1.0
posebusters_or_geometry_filter,boltz2,all,630,0.6936507936507936,0.9459085762500762,,0.06190476190476191,0.9873015873015873
posebusters_or_geometry_filter,boltz2,high,300,0.91,0.4376079589128494,,0.05333333333333334,0.98
posebusters_or_geometry_filter,boltz2,low,31,0.06451612903225806,8.908732414245605,,0.16129032258064516,1.0
posebusters_or_geometry_filter,boltz2,mid,299,0.5418060200668896,1.7600971460342407,,0.06020066889632107,0.9933110367892977
posebusters_or_geometry_filter,chai,all,680,0.5955882352941176,1.1583344340324402,0.710806697108067,0.03676470588235294,0.9926470588235294
posebusters_or_geometry_filter,chai,high,300,0.8766666666666667,0.44372209906578064,0.8305084745762712,0.016666666666666666,0.9966666666666667
posebusters_or_geometry_filter,chai,low,80,0.2125,9.581171989440918,0.5194805194805194,0.0375,0.9875
posebusters_or_geometry_filter,chai,mid,300,0.4166666666666667,2.5340676307678223,0.6385964912280702,0.056666666666666664,0.99
posebusters_or_geometry_filter,protenix,all,687,0.5836972343522562,1.1644535064697266,0.669218989280245,0.05240174672489083,0.992721979621543
posebusters_or_geometry_filter,protenix,high,300,0.91,0.44599728286266327,0.7560137457044673,0.03,0.9866666666666667
posebusters_or_geometry_filter,protenix,low,87,0.10344827586206896,11.975975036621094,0.4358974358974359,0.10344827586206896,1.0
posebusters_or_geometry_filter,protenix,mid,300,0.39666666666666667,2.6832669973373413,0.6443661971830986,0.06,0.9966666666666667
posebusters_valid_filter,all_methods,all,4727,0.6244975671673366,1.109410047531128,0.6682938735660239,0.0,0.5792257245610324
posebusters_valid_filter,all_methods,high,2100,0.8885714285714286,0.4438283741474151,0.7566666666666667,0.0,0.6485714285714286
posebusters_valid_filter,all_methods,low,528,0.13825757575757575,8.14870548248291,0.4124748490945674,0.0,0.38825757575757575
posebusters_valid_filter,all_methods,mid,2099,0.48261076703191996,2.0988357067108154,0.6505555555555556,0.0,0.5578847070033349
posebusters_valid_filter,af3,all,697,0.6341463414634146,1.0004606246948242,0.6542324246771879,0.0,0.6542324246771879
posebusters_valid_filter,af3,high,300,0.9033333333333333,0.330759197473526,0.7633333333333333,0.0,0.7633333333333333
posebusters_valid_filter,af3,low,97,0.18556701030927836,7.8910441398620605,0.32989690721649484,0.0,0.32989690721649484
posebusters_valid_filter,af3,mid,300,0.51,1.9323796033859253,0.65,0.0,0.65
posebusters_valid_filter,af3_no_template,all,697,0.6456241032998565,1.0154482126235962,0.6140602582496413,0.0,0.6140602582496413
posebusters_valid_filter,af3_no_template,high,300,0.9233333333333333,0.34777654707431793,0.72,0.0,0.72
posebusters_valid_filter,af3_no_template,low,97,0.17525773195876287,7.625801086425781,0.27835051546391754,0.0,0.27835051546391754
posebusters_valid_filter,af3_no_template,mid,300,0.52,1.7920406460762024,0.6166666666666667,0.0,0.6166666666666667
posebusters_valid_filter,boltz,all,670,0.6059701492537314,1.2641462087631226,0.5029850746268657,0.0,0.5029850746268657
posebusters_valid_filter,boltz,high,300,0.85,0.5935752093791962,0.5733333333333334,0.0,0.5733333333333334
posebusters_valid_filter,boltz,low,70,0.08571428571428572,7.857880353927612,0.2571428571428571,0.0,0.2571428571428571
posebusters_valid_filter,boltz,mid,300,0.48333333333333334,2.0907338857650757,0.49,0.0,0.49
posebusters_valid_filter,boltz1x,all,666,0.6201201201201201,1.1631397008895874,0.9204204204204204,0.0,0.9204204204204204
posebusters_valid_filter,boltz1x,high,300,0.85,0.5457308888435364,0.9333333333333333,0.0,0.9333333333333333
posebusters_valid_filter,boltz1x,low,66,0.06060606060606061,7.1792778968811035,0.8181818181818182,0.0,0.8181818181818182
posebusters_valid_filter,boltz1x,mid,300,0.5133333333333333,1.9119031429290776,0.93,0.0,0.93
posebusters_valid_filter,boltz2,all,630,0.6936507936507936,0.9397163987159728,,0.0,0.0
posebusters_valid_filter,boltz2,high,300,0.91,0.43619489669799805,,0.0,0.0
posebusters_valid_filter,boltz2,low,31,0.06451612903225806,8.908732414245605,,0.0,0.0
posebusters_valid_filter,boltz2,mid,299,0.5418060200668896,1.7600971460342407,,0.0,0.0
posebusters_valid_filter,chai,all,680,0.5926470588235294,1.1785191297531128,0.6867647058823529,0.0,0.6867647058823529
posebusters_valid_filter,chai,high,300,0.8733333333333333,0.4541986435651779,0.8166666666666667,0.0,0.8166666666666667
posebusters_valid_filter,chai,low,80,0.2125,9.581171989440918,0.5,0.0,0.5
posebusters_valid_filter,chai,mid,300,0.41333333333333333,2.505332827568054,0.6066666666666667,0.0,0.6066666666666667
posebusters_valid_filter,protenix,all,687,0.5836972343522562,1.206549048423767,0.636098981077147,0.0,0.636098981077147
posebusters_valid_filter,protenix,high,300,0.91,0.4405972957611084,0.7333333333333333,0.0,0.7333333333333333
posebusters_valid_filter,protenix,low,87,0.10344827586206896,12.181598663330078,0.39080459770114945,0.0,0.39080459770114945
posebusters_valid_filter,protenix,mid,300,0.39666666666666667,2.7204418182373047,0.61,0.0,0.61
