selector,method,similarity_bin,n,success,median_rmsd,pb_valid_all,replacement_rate,eligible_rate
geometry_filter_relaxed,all_methods,low,528,0.14583333333333334,8.02503252029419,0.45111111111111113,0.09090909090909091,0.990530303030303
geometry_filter_relaxed,all_methods,mid,2099,0.4802286803239638,2.1110801696777344,0.6789473684210526,0.050976655550262026,0.9971414959504526
geometry_filter_relaxed,af3,all,697,0.6370157819225251,1.0015875101089478,0.6890243902439024,0.06169296987087518,0.9985652797704447
geometry_filter_relaxed,af3,high,300,0.91,0.3315538167953491,0.7781569965870307,0.023333333333333334,1.0
geometry_filter_relaxed,af3,low,97,0.1958762886597938,7.8910441398620605,0.3950617283950617,0.16494845360824742,0.9896907216494846
geometry_filter_relaxed,af3,mid,300,0.5066666666666667,1.9716116189956665,0.6808510638297872,0.06666666666666667,1.0
geometry_filter_relaxed,af3_no_template,all,697,0.6470588235294118,1.0119236707687378,0.6589506172839507,0.0703012912482066,0.9971305595408895
geometry_filter_relaxed,af3_no_template,high,300,0.93,0.34777654707431793,0.7465277777777778,0.04,1.0
geometry_filter_relaxed,af3_no_template,low,97,0.1958762886597938,7.532651901245117,0.35064935064935066,0.20618556701030927,1.0
geometry_filter_relaxed,af3_no_template,mid,300,0.51,1.827164351940155,0.6537102473498233,0.056666666666666664,0.9933333333333333
geometry_filter_relaxed,boltz,all,670,0.6119402985074627,1.2638400793075562,0.5431893687707641,0.11044776119402985,0.9850746268656716
geometry_filter_relaxed,boltz,high,300,0.8633333333333333,0.5959227383136749,0.6059479553903345,0.10333333333333333,0.9833333333333333
geometry_filter_relaxed,boltz,low,70,0.1,8.029259443283081,0.2857142857142857,0.1,0.9571428571428572
geometry_filter_relaxed,boltz,mid,300,0.48,2.0921223163604736,0.5407407407407407,0.12,0.9933333333333333
geometry_filter_relaxed,boltz1x,all,666,0.6201201201201201,1.166130781173706,0.9206106870229007,0.016516516516516516,0.993993993993994
geometry_filter_relaxed,boltz1x,high,300,0.85,0.543581485748291,0.934931506849315,0.02666666666666667,0.99
geometry_filter_relaxed,boltz1x,low,66,0.06060606060606061,7.1792778968811035,0.8153846153846154,0.015151515151515152,1.0
geometry_filter_relaxed,boltz1x,mid,300,0.5133333333333333,1.9119031429290776,0.9295302013422819,0.006666666666666667,0.9966666666666667
geometry_filter_relaxed,boltz2,all,630,0.6936507936507936,0.9440368115901946,,0.01904761904761905,0.9968253968253968
geometry_filter_relaxed,boltz2,high,300,0.91,0.4376079589128494,,0.013333333333333334,0.9933333333333333
