selector,n,success_all,success_low,success_mid,success_high,low_high_gap,memory_success_slope,slope_reduction_vs_official
official_ranking,4727,0.6244975671673366,0.13825757575757575,0.48261076703191996,0.8885714285714286,0.7503138528138529,1.3490603221794222,0.0
oracle_min_rmsd,4727,0.7141950497144066,0.23106060606060605,0.6102906145783706,0.9395238095238095,0.7084632034632035,1.4223846886960807,-0.05435217781678004
pair_rank_structure_memory_ordinary_thr0.5,4727,0.633805796488259,0.15151515151515152,0.4973797046212482,0.8914285714285715,0.73991341991342,1.3264058569372885,0.016792774103336693
pair_rank_structure_antimemory_thr0.5,4727,0.6329595938227205,0.1571969696969697,0.4930919485469271,0.8923809523809524,0.7351839826839827,1.3322134782095802,0.012487835935034886
pair_rank_structure_memory_antimemory_thr0.5,4727,0.63063253649249,0.1553030303030303,0.49213911386374465,0.8885714285714286,0.7332683982683983,1.3161841491378843,0.024369683475996138
